frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,129332.681856,2834.000000,1150.591152
4,623223.666321,11309.000000,7104.168706
8,190236.298140,3538.000000,3494.898711
16,570005.436764,12922.000000,514.404510
32,521197.568691,10903.000000,20940.462889
64,662465.350330,12523.000000,41212.296078
128,520021.028494,10169.000000,25291.824193
256,1378751.985011,22107.000000,2799.360999
512,1460782.192565,23591.000000,187187.895186
1024,1158086.647318,19150.000000,222895.749845
2048,1085576.569110,17200.000000,123430.207401
4096,1223399.679044,21736.000000,499371.259340
8192,1137711.636491,17130.000000,256625.410624
16384,1751240.039818,27102.000000,637782.414824
32768,588030.930601,15156.000000,364401.147637
65536,3050414.617808,49170.000000,631903.378137
