frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,460817.306043,9671.000000,6070.519418
4,380310.909061,6840.000000,8480.597561
8,826691.190467,15570.000000,27805.259323
16,544120.912392,10683.000000,8665.710184
32,596080.986518,11748.000000,6446.650526
64,796899.815244,13019.000000,32978.359647
128,791398.437402,15103.000000,76871.620596
256,1054038.763250,18166.000000,106540.153928
512,709356.392839,14738.000000,22905.467535
1024,907158.571840,16952.000000,155003.180577
2048,1312082.512605,22147.000000,337545.353707
4096,1798584.037579,34924.000000,522998.309554
8192,1741514.093336,31867.000000,642760.846187
16384,894510.705571,14865.000000,132376.280609
32768,1429716.319602,29032.000000,229528.230706
65536,699511.006671,16381.000000,365093.225459
