frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,179968.866199,3437.000000,4137.138262
4,329582.524535,6106.000000,15239.244634
8,507624.630253,9438.000000,10252.119098
16,812034.171421,14380.000000,776.147538
32,924093.461414,15359.000000,45931.148951
64,487837.218792,7308.000000,8312.617217
128,870879.358886,15864.000000,29650.267216
256,1051132.670047,20565.000000,95619.793782
512,1156704.384391,21330.000000,203153.532531
1024,1291469.920867,21481.000000,171206.067629
2048,1187099.189229,18861.000000,68269.708605
4096,1514665.398675,25249.000000,556072.743471
8192,897590.145370,14213.000000,338004.855348
16384,1172770.808539,24572.000000,73148.212412
32768,2677590.095276,43987.000000,1670368.819034
65536,752048.474872,17248.000000,523562.242614
