frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,531061.860995,9350.000000,9456.543872
4,256600.353548,6112.000000,2813.287401
8,787278.287271,13198.000000,21255.876223
16,606093.594051,11629.000000,5773.118222
32,874314.222379,14735.000000,168.656456
64,748786.109548,14099.000000,67412.092558
128,765891.414773,12930.000000,45883.876122
256,961785.617168,15166.000000,61569.542633
512,1119362.114071,22764.000000,140664.147323
1024,1313373.335947,22068.000000,186631.522056
2048,887112.388535,13311.000000,97320.921307
4096,1560330.849782,28478.000000,432558.552557
8192,793565.197889,20197.000000,392139.269031
16384,940700.492758,16992.000000,282703.569783
32768,693386.124139,17166.000000,247087.372454
65536,3387063.877656,49194.000000,1207276.082465
