frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,379028.992882,8802.000000,10859.819566
4,700008.959077,11118.000000,18985.472262
8,285517.061562,5704.000000,9672.789877
16,349872.807440,5894.000000,3562.506842
32,828861.034248,14157.000000,9869.764486
64,817346.436579,14222.000000,6300.915172
128,1095959.723539,19876.000000,12742.444820
256,1236024.623943,23587.000000,34325.469931
512,1371251.665572,20700.000000,55318.660794
1024,1088811.245004,21368.000000,55233.558567
2048,919277.879169,15933.000000,157321.449974
4096,934680.853185,16402.000000,239215.572369
8192,313259.135316,6578.000000,90545.498375
16384,1141092.398574,20685.000000,511411.740730
32768,2089584.660840,40459.000000,1280517.067147
65536,4131069.329207,68640.000000,3308348.473740
