frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,381022.394562,7684.000000,16986.127369
4,757087.982576,14690.000000,16895.903527
8,235910.611025,3943.000000,6474.765710
16,747764.587446,11026.000000,12777.006613
32,958561.984854,15646.000000,39269.312561
64,1210696.814558,20415.000000,97342.690136
128,1043734.644605,17247.000000,51202.851258
256,677980.847946,10645.000000,7807.312790
512,933780.743988,17603.000000,122349.750302
1024,770033.058888,15435.000000,202362.965164
2048,1236546.763731,19459.000000,256774.000374
4096,1250290.090931,22416.000000,408530.514611
8192,1344841.617150,21096.000000,283093.281478
16384,2038141.418012,29171.000000,504438.093692
32768,202724.231724,5518.000000,0.000000
65536,2699409.587257,49463.000000,1081570.785223
