frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,380114.616503,9730.000000,1485.057238
4,696286.973679,11239.000000,12263.527592
8,533363.884868,10670.000000,33.000000
16,849077.025658,13644.000000,21467.167908
32,631517.626436,10509.000000,4757.071263
64,1149800.825325,19451.000000,39661.508330
128,961833.201109,17369.000000,67243.415492
256,1219374.909438,19410.000000,51946.419280
512,886980.587874,16495.000000,55561.330303
1024,1254259.016084,25166.000000,287014.646475
2048,1323439.811847,23323.000000,198234.417251
4096,1399720.712387,24189.000000,428042.814124
8192,699720.304432,18758.000000,397135.131479
16384,1088598.126298,19232.000000,367604.352485
32768,670447.795076,16535.000000,423367.976545
65536,2712649.010957,48153.000000,1137823.945855
