frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,593429.227948,10144.000000,16994.316020
4,462164.255380,7878.000000,1627.898031
8,393118.198077,6353.000000,13578.492737
16,660418.454983,9546.000000,10499.645089
32,600652.997285,10703.000000,30674.786014
64,1435306.228241,21707.000000,36998.254391
128,994253.136246,14767.000000,21294.259391
256,1239879.822899,21045.000000,78904.210052
512,694059.315232,14296.000000,129438.094339
1024,568047.717530,9014.000000,43124.608242
2048,1299040.422659,26500.000000,581796.833828
4096,1803227.910131,28204.000000,129483.248924
8192,1301567.434264,22661.000000,180071.523484
16384,1231697.106728,20824.000000,193691.882884
32768,482070.457928,14077.000000,192441.877199
65536,166419.376567,4908.000000,0.000000
