frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,404259.539694,6392.000000,14580.527631
4,403725.030200,6482.000000,12759.973550
8,654481.722731,9947.000000,1379.682935
16,768975.156915,15063.000000,5886.570394
32,1108619.725171,18140.000000,13341.457192
64,554609.620186,10207.000000,5535.961524
128,965763.389210,19786.000000,69143.984843
256,641391.289441,11676.000000,44047.295717
512,1355745.381211,23374.000000,62926.175150
1024,1125773.484758,18619.000000,173169.867538
2048,1180635.016943,18168.000000,77047.230294
4096,1331963.505223,20120.000000,150222.148580
8192,910189.256358,17226.000000,161233.526687
16384,122227.165683,3230.000000,0.000000
32768,1816057.716728,38393.000000,1308846.669077
65536,1000671.434786,28430.000000,861912.766002
