frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,687106.456883,10172.000000,19074.851192
4,564602.502953,9378.000000,24306.622781
8,564684.707664,9872.000000,10472.293541
16,666625.119785,12232.000000,1758.354913
32,589950.735356,10763.000000,30775.866015
64,1288775.604062,21550.000000,50867.945762
128,1822951.533085,30375.000000,32374.106165
256,507296.513856,9704.000000,48641.500748
512,528423.642364,8473.000000,75953.874483
1024,1277159.323310,23872.000000,305624.882256
2048,1602679.930548,27784.000000,450605.821375
4096,1322405.496202,24299.000000,158672.551694
8192,1113030.446776,20488.000000,366019.032343
16384,1780092.420622,35343.000000,802674.256222
32768,1333901.091019,23790.000000,334291.047575
65536,3729699.830694,57532.000000,1742890.229067
