frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,529585.694614,8173.000000,11390.173221
4,294557.579481,4622.000000,1096.198431
8,397577.610333,5755.000000,9305.552267
16,676300.986673,12156.000000,25261.188531
32,778756.793159,13804.000000,24591.813211
64,1012835.024598,17810.000000,14222.761159
128,770294.349687,12603.000000,43156.657934
256,1170060.054402,19803.000000,111543.955372
512,571925.719287,11781.000000,94019.836173
1024,931305.648872,16778.000000,224635.376559
2048,999523.886022,15162.000000,76031.794744
4096,767241.983175,13555.000000,28764.259107
8192,361193.924237,11194.000000,93054.031648
16384,621027.327592,13425.000000,202403.592686
32768,842239.430579,16647.000000,382578.960893
65536,5949854.666637,99009.000000,5703691.425920
