frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,253213.750869,5247.000000,1087.977481
4,444501.431241,8582.000000,1665.579179
8,475408.296971,8028.000000,10684.963921
16,682830.012174,11945.000000,23562.951916
32,882422.833136,17114.000000,46997.997713
64,1282449.242330,20830.000000,12444.432651
128,843116.117996,15291.000000,16916.897558
256,1074015.106391,17026.000000,11433.753102
512,1486475.964218,25758.000000,49315.695362
1024,1219781.850830,18076.000000,211300.935277
2048,1021259.200074,15728.000000,101306.596533
4096,751616.336260,19123.000000,35155.526265
8192,676150.308600,11000.000000,138833.486886
16384,1248100.440898,23278.000000,665576.540598
32768,1571071.499105,41130.000000,1455585.819066
65536,2967435.849935,63008.000000,2926177.994775
