frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,499259.550372,8325.000000,10262.969794
4,772261.704458,11998.000000,15267.851977
8,546105.946667,9096.000000,18728.075075
16,605451.618218,9035.000000,23165.882025
32,526655.371004,8568.000000,19059.111312
64,664722.878496,10127.000000,41706.534644
128,731597.773577,15512.000000,63190.595867
256,1106713.158439,20569.000000,75515.642174
512,745759.388640,12996.000000,22056.727160
1024,949218.188331,15740.000000,98762.564117
2048,752209.154185,15782.000000,200878.660920
4096,981973.367333,18641.000000,21618.674312
8192,750734.077351,16546.000000,198722.977036
16384,441416.223836,12324.000000,145441.380735
32768,2467177.811013,41620.000000,196149.864157
65536,2260366.705441,35737.000000,1283684.787989
