frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,177361.404203,4224.000000,9188.892480
4,416772.629192,6771.000000,9542.067386
8,614046.498230,10232.000000,16758.637504
16,363342.046195,7414.000000,12560.775693
32,411706.764284,8793.000000,1955.621640
64,762518.134372,11910.000000,2630.121100
128,801148.801322,16085.000000,41299.907736
256,446330.103960,9372.000000,40667.743618
512,1449975.492725,24998.000000,43215.323312
1024,894230.657697,19178.000000,159113.855635
2048,1766726.406171,28043.000000,189176.056310
4096,2069878.063392,33696.000000,66034.359200
8192,2527938.149509,43627.000000,551619.497140
16384,3033458.993344,43791.000000,1066389.062213
32768,1142611.120468,31966.000000,1133318.399261
65536,4648969.836214,78221.000000,3949483.254375
