frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,305937.983725,6830.000000,461.469392
4,634272.872186,10896.000000,6689.711429
8,578666.384174,9513.000000,2901.695539
16,1168895.682307,16981.000000,27531.834610
32,830104.237859,15091.000000,1279.160662
64,925470.510068,16954.000000,75059.860392
128,1064569.496014,18834.000000,48255.840424
256,516836.628664,8259.000000,5598.887122
512,1329167.168843,22923.000000,171834.757625
1024,946272.889243,15465.000000,114765.824059
2048,1327248.490179,22285.000000,328510.501733
4096,1360098.698744,28494.000000,348433.821128
8192,1392064.677681,20930.000000,503187.718447
16384,671747.001899,15108.000000,395909.461147
32768,3098398.753563,60243.000000,2632247.296994
65536,3553695.005299,48196.000000,1174305.810272
