arrival_rate,bp_parameter,RR_ratio,SRPT_ratio,SETF_ratio,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
20,"{'L': 16.772, 'H': 64}",0.3217768668354762,0.8094836487345198,0.429905214714962,1.000044498785608,0.4698168735655664
20,"{'L': 7.918, 'H': 512}",0.2645442379580053,1.7286843724105063,0.9434462052593242,1.0007431174085881,1.005363888747816
20,"{'L': 5.649, 'H': 4096}",0.13214486392622887,1.696569185757287,0.9042044532826173,0.47768152285789417,1.004755536243614
20,"{'L': 4.639, 'H': 32768}",0.05821107440131798,1.6632634284485992,0.8575369539799763,0.16570168706999538,1.047797918346496
20,"{'L': 4.073, 'H': 262144}",0.06125883083582092,1.8350148188168556,0.961029144507492,0.28220426790981745,1.1067187589161134
22,"{'L': 16.772, 'H': 64}",0.26458392530347286,0.7457720670891156,0.37792211984085267,1.000030527696599,0.4186024580074001
22,"{'L': 7.918, 'H': 512}",0.18027433520317057,1.4574418191214098,0.773599412738688,1.0009437739693896,0.8394119253899013
22,"{'L': 5.649, 'H': 4096}",0.10621040856311877,1.6892691555891188,0.9438525144599569,0.5483964271901604,1.0018779392214103
22,"{'L': 4.639, 'H': 32768}",0.026813798339411044,1.5081697269677647,1.0252038957065908,0.23863135538595662,1.046933778513941
22,"{'L': 4.073, 'H': 262144}",0.034336797276801244,1.5090857871360566,0.9930020276065881,0.31724282110781143,1.0162597731406953
24,"{'L': 16.772, 'H': 64}",0.1894603121778109,0.6467223535522973,0.3107812609938067,1.0000411387983694,0.32960275216411566
24,"{'L': 7.918, 'H': 512}",0.12386656456590077,1.3134190499936984,0.675925020087827,1.001445630159439,0.7111922367394165
24,"{'L': 5.649, 'H': 4096}",0.07024025382531451,1.8748525100691928,1.0073339040569897,0.5008330254091098,0.9816170171785334
24,"{'L': 4.639, 'H': 32768}",0.026682708613746112,1.6594286421664202,1.0153105125430122,0.18345746158666817,1.015280610263981
24,"{'L': 4.073, 'H': 262144}",0.02134586666152612,1.3195527068072455,1.0062309474359052,0.25905687070744354,1.0374490350220618
26,"{'L': 16.772, 'H': 64}",0.11380196908134671,0.514235354188614,0.23176392968691975,1.0000792032605528,0.2795151636770392
26,"{'L': 7.918, 'H': 512}",0.047186084778556986,0.9793938537316128,0.45982992933889477,1.0037259792733302,0.47304331551272827
26,"{'L': 5.649, 'H': 4096}",0.04342616853570445,1.7270540447170064,1.0916442309098133,0.5729607716819337,1.0488863570196818
26,"{'L': 4.639, 'H': 32768}",0.003694987687024077,1.2137496739320977,0.9716081541676325,0.3147374946581469,0.9893629457058528
26,"{'L': 4.073, 'H': 262144}",0.009401009972226277,1.5779676676039278,0.9101506489923442,0.4616209575695755,0.958741942506548
28,"{'L': 16.772, 'H': 64}",0.0650138559421903,0.4235641642784262,0.1779260851589678,1.0001416864525758,0.25829999494679395
28,"{'L': 7.918, 'H': 512}",0.008826923016825054,1.245572326427839,0.5399106334901916,1.0070459750817982,0.6285355383039853
