arrival_time,first_executed_time,job_size
42829,42856,29
42866,42866,9
42893,42894,14
42799,42908,80
42918,42918,9
42942,42942,15
42969,42969,9
42996,42996,10
43017,43031,32
43044,43044,13
43064,43076,13
43082,43089,8
42265,43097,155
43099,43099,9
43120,43120,9
43147,43147,16
43171,43171,19
43202,43202,15
43220,43220,67
43237,43237,27
43263,43264,16
43284,43284,8
43305,43305,11
43346,43349,15
43325,43364,26
43387,43390,16
43362,43406,26
43418,43418,8
43433,43440,14
43451,43454,12
43477,43477,8
43499,43499,39
43514,43514,9
43541,43547,14
43571,43571,12
43597,43597,12
43619,43619,18
43648,43648,8
43678,43686,10
36931,43696,207
43701,43701,13
43728,43728,12
43761,43761,8
43775,43775,43
43798,43798,13
43830,43831,15
43855,43855,21
43881,43881,11
43897,43897,23
43921,43921,30
43945,43951,14
43964,43965,12
43991,43991,10
44026,44026,33
44051,44059,14
44083,44083,19
44107,44107,8
44127,44127,29
44154,44156,10
44178,44178,34
44202,44212,11
44224,44224,12
44246,44246,13
44271,44271,8
44293,44319,29
44333,44333,9
44314,44357,56
44358,44358,52
44383,44383,16
44408,44426,27
44437,44453,26
44460,44460,8
44516,44516,8
44540,44550,63
44563,44563,9
44595,44595,19
44619,44619,19
44646,44660,40
44685,44700,26
44709,44709,8
44488,44734,91
44737,44737,8
44760,44760,29
44785,44789,11
44806,44806,8
44825,44825,9
44856,44856,10
44883,44883,9
34967,44909,253
44914,44914,29
44939,44943,29
44970,44972,11
45002,45002,30
45029,45032,12
45054,45054,10
45082,45082,19
45108,45108,11
45141,45141,9
45167,45167,27
45198,45198,11
45224,45224,14
45244,45244,27
45260,45271,20
45292,45292,10
45319,45319,64
45338,45338,11
45385,45394,16
45410,45410,27
45424,45437,13
45447,45450,21
45463,45471,12
45493,45493,8
45515,45515,29
45534,45544,28
45554,45554,9
45575,45581,13
45591,45594,19
45614,45614,12
45639,45639,8
45660,45660,21
45700,45700,14
45731,45731,8
45751,45764,24
45779,45788,9
45684,45797,80
45800,45800,10
45820,45820,8
45841,45841,8
45874,45874,18
45920,45921,13
45364,45934,124
45940,45940,26
45954,45954,9
45983,45983,11
46006,46006,26
46029,46032,17
46052,46052,19
46079,46079,8
46104,46104,8
46128,46128,28
46171,46171,10
46199,46199,15
46219,46219,9
46150,46244,69
46247,46247,8
46272,46272,23
46294,46295,9
46315,46315,8
46341,46361,30
46374,46374,14
46400,46405,9
42519,46414,264
46424,46424,9
46441,46441,15
46471,46471,9
46497,46497,9
46520,46520,85
46550,46550,32
46566,46566,8
46585,46590,33
46610,46623,43
46631,46631,17
46678,46683,48
46702,46702,22
46732,46753,24
46781,46781,8
46798,46798,12
46824,46824,9
46850,46861,15
46873,46876,8
46755,46884,72
46936,46936,15
46962,46971,12
46914,46983,63
46985,46985,8
47001,47001,11
47024,47024,9
47052,47074,35
47077,47077,16
47112,47125,33
47141,47158,22
47170,47170,8
46894,47188,93
47195,47195,10
47213,47213,15
47243,47243,15
47269,47269,12
47302,47302,8
47322,47341,27
47348,47348,14
47379,47382,36
47396,47418,81
47430,47430,20
47453,47453,38
47483,47491,8
47502,47502,41
47528,47543,16
47582,47582,9
47608,47608,9
47631,47640,14
47654,47654,20
47557,47674,77
47688,47688,25
47716,47716,16
47732,47732,11
47765,47765,13
47787,47787,11
47802,47802,9
47831,47836,9
47854,47854,9
47881,47881,64
47901,47901,9
47915,47915,10
47944,47944,15
47963,47963,14
47985,47993,31
48011,48011,8
48046,48046,41
48059,48059,8
48079,48095,19
48107,48114,20
48120,48120,9
48145,48145,33
48158,48158,8
48179,48186,55
48208,48208,13
48241,48241,8
48264,48264,25
48284,48289,16
48316,48316,14
48337,48337,8
48366,48366,14
48385,48385,14
48415,48415,59
48442,48442,13
48490,48490,25
48512,48515,11
48537,48537,50
48564,48564,12
48589,48589,8
48610,48610,9
48633,48633,12
48652,48652,8
48673,48673,13
48696,48696,8
48737,48738,8
48715,48746,97
48758,48758,8
48783,48783,17
48812,48812,16
48834,48834,15
48860,48860,24
48879,48884,12
48915,48915,12
48932,48932,12
48947,48947,8
48967,48967,10
48469,48977,131
48988,48988,8
49013,49013,19
49033,49033,29
49060,49062,11
49080,49080,8
49102,49102,12
49124,49124,34
49148,49158,13
49174,49174,17
49221,49221,25
49268,49268,10
49290,49294,12
49246,49306,58
49308,49308,25
49333,49333,15
49356,49356,8
49376,49376,9
49396,49396,18
49420,49420,9
49447,49448,130
49465,49465,14
49489,49489,8
49513,49513,13
49537,49537,10
49558,49558,10
49583,49583,11
49602,49602,8
49628,49628,8
49647,49660,13
34851,49673,272
49675,49675,9
49707,49707,15
49728,49728,32
49743,49743,8
49756,49756,11
49780,49780,29
49826,49826,24
49862,49862,16
49879,49879,15
49905,49905,9
49923,49923,13
49957,49957,18
49973,49975,73
50000,50000,11
50017,50017,10
50050,50069,19
50081,50088,21
50102,50109,10
50130,50130,12
50143,50143,16
50185,50185,31
50206,50216,25
50224,50224,8
50245,50249,10
50270,50270,10
50289,50289,82
50314,50314,11
50341,50341,12
50364,50364,25
50419,50419,9
50388,50428,31
50443,50443,9
50467,50468,11
50488,50488,8
50509,50509,8
50538,50538,33
50559,50559,8
50593,50593,12
50616,50616,9
50641,50641,17
50667,50685,25
50687,50687,9
50710,50719,43
50737,50762,28
50784,50790,143
50810,50810,11
50836,50836,13
50857,50857,10
50885,50885,12
50910,50910,12
50932,50932,36
50945,50945,8
50971,50976,9
50991,50991,23
51003,51003,8
51021,51022,11
51040,51040,9
51066,51066,10
51100,51105,15
50761,51120,169
51125,51125,12
51147,51147,26
51166,51173,10
51187,51187,9
51211,51211,9
51238,51238,9
51261,51261,8
51292,51292,12
51309,51309,12
51337,51337,9
51366,51366,23
51401,51401,8
51423,51423,9
50162,51445,180
51450,51450,16
51478,51478,15
51497,51497,8
51523,51523,20
51549,51549,10
51576,51576,15
51595,51595,8
51623,51623,8
51647,51647,10
51672,51672,10
51688,51688,47
51718,51735,39
51747,51747,14
51778,51788,10
51799,51799,12
51834,51834,8
51857,51857,8
51876,51883,8
51815,51891,154
51905,51905,40
51929,51929,9
51954,51954,9
51985,51985,20
52002,52005,11
52035,52035,10
52055,52055,20
52070,52075,85
52088,52088,14
52115,52115,20
52189,52194,10
52171,52204,25
52222,52229,9
52143,52238,74
52249,52249,36
52266,52285,29
52319,52319,9
52340,52340,11
52371,52371,16
52403,52413,13
52440,52440,11
52455,52455,15
52482,52482,14
52508,52508,9
52525,52525,12
52550,52550,19
52579,52579,8
52295,52603,185
52605,52605,10
52625,52625,17
52651,52651,25
52671,52676,15
52695,52695,9
52711,52711,32
52732,52743,25
52755,52768,73
52773,52773,9
52797,52797,10
52825,52825,15
52847,52847,8
52868,52868,12
52892,52895,8
52909,52909,20
52934,52934,12
52969,52969,55
52990,52990,15
53015,53039,44
53040,53040,19
53068,53068,20
53091,53091,8
53124,53130,16
53142,53146,17
53197,53197,9
53228,53228,39
53250,53250,9
53286,53286,41
53317,53327,34
53345,53361,17
53370,53378,11
53393,53393,32
53421,53425,14
53455,53455,21
53488,53509,25
53514,53514,8
53537,53542,14
53166,53556,137
53562,53562,16
53582,53582,16
53600,53600,9
53619,53619,24
53643,53643,44
53673,53687,24
53694,53711,17
53724,53728,43
53751,53751,9
53769,53780,11
53797,53797,49
53820,53820,14
53844,53860,53
53870,53870,9
53886,53886,9
53919,53919,11
53942,53942,23
53978,53978,8
54020,54020,12
54090,54094,8
54068,54102,26
54117,54128,12
54137,54140,29
54158,54158,8
54175,54177,8
53958,54185,117
54203,54203,17
54218,54220,18
54232,54238,13
54247,54251,31
54262,54262,8
54283,54290,8
54301,54301,11
54319,54319,22
54336,54341,80
54364,54364,19
54387,54387,8
54410,54410,12
54432,54432,8
54448,54468,25
54469,54469,8
54543,54543,11
54568,54601,49
54607,54607,15
54651,54665,14
54678,54679,10
54522,54689,72
54699,54699,11
54721,54721,11
54768,54768,10
54750,54793,51
54819,54844,27
54792,54871,52
54875,54875,12
54909,54909,15
54929,54950,27
54953,54953,14
54981,54991,21
55010,55012,10
54840,55022,63
55033,55033,12
55050,55050,9
55069,55069,8
55088,55088,14
55125,55128,15
54630,55143,75
55170,55170,9
55192,55192,13
55239,55240,17
54856,55257,96
55263,55263,8
55292,55292,13
55319,55319,16
55342,55342,9
55360,55360,12
55380,55380,25
55408,55408,17
55427,55427,11
55449,55449,9
55153,55473,118
55474,55474,13
55498,55498,9
55528,55528,8
55548,55548,27
55560,55560,10
55583,55585,13
55606,55606,9
55636,55636,8
55657,55657,8
55679,55679,10
54045,55706,132
55710,55710,11
55732,55732,8
55760,55760,12
55790,55790,10
55814,55814,14
55835,55835,19
55856,55856,22
55902,55934,38
55925,55972,102
55977,55977,18
56010,56010,68
56037,56078,61
56094,56094,10
56126,56126,22
56180,56180,34
56205,56214,59
56229,56229,15
56260,56260,9
56278,56278,15
56297,56297,9
56314,56321,44
56332,56365,38
56366,56366,11
56390,56390,10
56414,56424,45
56463,56469,8
56428,56477,41
56485,56485,14
56507,56507,19
56525,56526,17
56557,56568,17
56586,56586,24
56611,56611,17
56636,56636,10
56660,56660,39
56689,56689,9
56721,56721,9
56742,56742,15
56766,56766,11
56791,56792,12
56065,56804,96
56808,56808,8
56826,56826,15
56846,56846,8
56868,56868,10
56899,56899,8
56929,56929,12
56951,56961,17
56977,56978,9
56156,56987,107
57002,57002,8
57034,57034,9
57061,57061,33
57109,57109,18
57133,57133,9
57155,57171,40
57187,57187,8
57208,57208,8
57088,57227,80
57230,57230,8
57252,57252,11
57267,57267,19
57299,57299,9
57320,57320,27
57346,57347,13
57378,57378,8
57394,57402,55
57411,57411,10
57435,57435,14
57464,57481,42
57488,57488,33
57516,57521,15
57541,57541,23
57567,57567,18
57592,57592,19
57620,57631,14
57634,57634,8
54493,57653,133
57655,57655,19
57676,57676,20
57704,57704,15
57729,57729,10
57751,57751,12
57775,57775,38
57792,57792,8
57821,57821,15
57839,57839,19
57853,57858,42
57877,57877,14
57905,57914,10
57927,57927,8
57950,57950,8
57976,57976,10
58001,58001,8
58028,58042,22
58052,58064,20
58073,58084,14
58096,58098,99
58131,58131,15
58155,58155,12
58207,58207,14
58234,58238,11
58183,58249,74
58264,58264,12
58284,58284,9
58307,58307,15
58336,58336,8
58355,58367,12
58371,58379,9
55880,58388,133
58397,58397,34
58413,58413,10
58439,58441,8
58471,58471,11
58496,58496,15
58519,58519,19
58542,58542,15
58567,58567,8
58610,58610,8
58638,58649,14
58661,58663,8
58592,58671,78
58681,58681,11
58701,58701,16
58732,58732,8
58755,58755,16
58782,58782,8
58806,58808,11
55217,58819,142
58830,58830,8
58850,58850,24
58876,58876,9
58897,58897,45
58913,58913,9
58936,58951,20
58959,58971,99
58982,58982,43
59004,59004,15
59034,59040,26
59049,59049,9
59086,59086,8
59110,59110,21
59135,59135,16
59182,59182,9
59209,59217,39
59237,59256,19
59162,59275,59
59279,59279,21
59300,59300,8
59363,59363,27
59337,59390,45
59391,59391,10
59412,59412,8
59448,59453,10
59260,59463,83
59473,59473,16
59493,59493,8
59512,59512,11
59581,59581,8
59556,59589,29
59614,59618,12
59601,59630,31
59643,59661,40
59689,59701,13
59668,59714,34
59715,59715,12
59742,59742,10
59532,59770,63
59777,59777,9
59810,59810,9
59832,59832,18
59860,59860,8
59888,59888,12
59910,59910,10
59937,59937,38
59966,59975,9
59985,59985,19
60012,60012,36
60059,60059,10
60081,60081,8
60099,60099,19
60123,60123,11
60154,60154,8
60042,60162,120
60180,60180,9
60229,60229,19
60259,60259,12
60287,60287,10
60310,60310,8
60329,60340,67
60353,60353,31
60375,60384,14
60399,60399,11
60427,60427,8
60452,60471,39
60491,60491,13
60512,60512,8
60210,60531,121
60543,60543,21
60566,60566,11
60583,60583,21
60605,60605,9
60631,60631,19
60658,60658,11
60675,60675,25
60700,60700,17
60731,60731,8
60781,60794,21
60755,60815,43
60819,60819,8
60833,60833,13
60861,60861,16
60890,60895,9
60798,60904,45
60910,60910,10
60933,60933,11
60950,60950,12
60980,60982,15
60963,60997,19
61008,61016,103
61033,61033,21
61056,61056,78
61080,61080,23
61107,61107,29
61129,61136,14
61158,61158,11
61178,61178,26
61195,61204,17
61224,61224,19
61254,61273,19
61278,61278,8
61296,61300,75
61317,61317,49
61340,61340,14
61368,61368,8
61385,61388,29
61418,61418,29
61438,61447,10
61460,61460,19
61493,61493,10
61510,61510,13
61533,61533,10
61557,61566,13
61581,61581,11
61607,61607,9
61658,61658,9
61683,61692,13
61628,61705,119
61708,61708,17
61731,61731,23
61760,61760,17
61778,61778,17
61797,61797,9
61823,61823,11
61873,61873,18
61893,61893,31
61946,61946,9
61917,61976,53
61995,62029,41
62050,62050,12
62074,62082,11
61849,62093,120
62096,62096,20
62130,62130,21
62148,62151,13
62177,62177,31
62192,62192,9
62218,62218,8
62240,62240,39
62270,62279,22
62299,62301,9
62321,62321,10
62346,62346,24
62364,62370,11
62387,62387,11
62441,62441,20
62419,62461,30
62488,62491,23
62513,62514,8
60472,62522,123
62537,62537,8
62562,62562,18
62583,62583,19
62608,62608,20
62629,62629,10
62659,62659,43
62677,62677,10
62698,62698,9
62735,62735,9
62754,62754,12
62772,62772,8
62798,62811,23
62820,62834,15
62835,62835,13
60195,62862,143
62869,62869,16
62893,62893,11
62916,62916,11
62939,62939,15
62968,62968,10
62995,62995,11
63018,63018,12
63049,63049,12
63069,63069,9
63093,63093,14
63114,63126,40
63156,63156,8
63172,63174,10
61970,63184,150
63191,63191,21
63218,63218,18
63248,63248,14
63271,63271,17
63322,63322,10
63349,63349,20
63371,63371,12
63396,63396,9
63419,63419,12
63437,63437,20
63479,63487,30
63517,63517,8
63492,63525,30
63541,63541,8
63457,63563,42
63597,63605,11
63615,63616,10
63574,63626,38
63643,63643,10
63667,63674,10
63300,63684,107
63688,63688,12
63711,63711,12
63737,63737,16
63763,63763,26
63782,63789,12
63804,63804,14
63827,63827,10
63855,63855,15
63875,63875,17
63902,63902,17
63926,63926,13
63136,63955,155
63957,63957,11
63984,63984,19
64006,64006,19
64034,64034,19
64047,64053,15
64068,64068,12
64101,64101,15
64130,64130,10
64150,64150,17
64173,64173,10
64197,64197,30
64219,64227,16
64242,64243,11
64270,64270,27
64313,64313,8
64337,64349,37
64363,64363,19
64383,64405,32
64412,64412,19
64435,64456,24
64458,64458,8
64478,64488,11
64294,64499,131
64500,64500,78
64517,64517,15
64536,64536,11
64555,64555,24
64582,64582,9
64614,64614,9
64640,64646,10
64665,64665,15
64690,64690,20
64713,64713,15
64737,64737,17
64760,64760,15
64788,64788,8
64817,64817,11
64838,64838,16
64861,64903,119
64905,64905,11
64923,64923,11
64944,64944,29
64961,64973,12
64995,64995,10
65016,65016,12
65038,65038,8
65061,65061,9
65090,65090,15
65120,65120,17
65143,65143,9
53999,65165,186
65177,65177,47
65203,65203,8
65220,65232,16
65263,65263,8
65287,65287,8
65311,65311,8
65340,65340,28
65361,65368,17
65384,65385,8
65401,65401,8
65424,65424,22
65446,65446,14
65470,65470,10
65487,65487,14
65511,65511,45
65533,65533,15
65559,65571,32
65616,65616,11
65637,65637,8
65662,65678,18
65682,65682,10
65706,65706,13
65598,65719,62
65726,65726,31
65746,65746,10
65770,65770,8
65791,65791,12
65815,65815,17
65577,65859,103
65881,65881,11
65908,65908,12
65929,65929,10
65952,65952,8
65977,65977,15
66006,66018,14
66022,66022,9
65846,66041,165
66053,66053,8
66072,66072,30
66090,66102,32
66110,66110,8
66128,66142,25
66146,66146,10
66167,66177,13
66190,66190,15
66247,66247,8
66264,66264,16
66282,66282,24
66299,66306,35
66317,66317,17
66350,66358,10
66369,66369,21
66393,66393,14
66411,66411,11
66431,66431,14
66456,66456,9
66480,66480,9
66509,66509,19
66541,66554,14
66560,66568,24
66585,66592,13
49810,66605,239
66608,66608,14
66627,66627,27
66656,66656,10
66687,66687,11
66706,66706,172
66727,66727,8
66752,66752,74
66785,66785,10
66811,66811,9
66829,66829,9
66855,66855,9
66881,66881,9
66899,66899,45
66918,66944,74
66950,66950,9
66976,66976,8
67005,67005,11
67029,67029,10
67050,67056,15
67072,67072,12
67097,67097,14
67120,67120,9
67153,67153,9
67178,67178,9
67206,67206,11
67224,67224,9
67252,67252,94
67274,67274,17
67297,67297,11
67340,67340,16
67363,67363,17
67378,67380,12
67402,67402,9
67422,67428,8
67316,67436,67
67442,67442,8
67471,67471,8
67515,67519,13
67493,67532,35
67562,67567,130
67592,67592,21
67615,67615,8
67642,67642,23
67688,67688,8
67704,67704,8
67727,67727,14
67751,67751,11
67773,67773,11
67798,67801,85
67818,67818,18
67837,67837,12
67861,67861,16
67883,67883,9
67906,67906,17
67932,67932,19
67958,67958,15
67990,67992,20
67667,68012,98
68019,68019,10
68046,68046,10
68096,68096,8
68132,68138,8
68114,68146,48
68155,68155,27
68196,68196,8
68218,68218,8
67540,68237,138
68243,68243,8
68287,68287,13
68327,68327,12
68342,68342,42
68373,68384,11
68393,68395,27
68416,68422,31
68437,68453,19
68468,68472,9
68486,68486,10
68507,68507,9
68539,68566,28
68587,68594,20
68612,68614,9
68563,68623,51
68638,68638,12
68665,68665,8
68687,68694,27
68713,68721,9
68265,68730,156
68737,68737,12
68762,68762,39
68783,68783,9
68809,68810,71
68858,68858,11
68886,68892,11
68899,68903,10
68922,68922,15
68942,68942,19
68966,68966,18
68982,68984,24
69006,69008,9
69032,69032,31
69051,69063,13
69074,69076,21
69095,69097,9
69113,69113,55
69139,69139,12
69165,69180,36
69181,69181,14
69228,69230,22
69250,69252,10
69203,69262,32
69269,69269,13
69303,69307,9
69288,69316,79
69327,69327,57
69351,69351,15
69382,69399,17
69404,69416,15
69434,69434,14
69456,69456,40
69488,69496,12
69512,69512,15
69538,69538,8
69563,69563,12
69588,69588,8
69604,69608,17
69626,69626,11
69670,69670,10
69692,69692,11
69717,69717,8
69736,69736,15
69758,69775,28
69783,69803,58
69851,69861,44
69886,69905,26
69912,69912,8
69808,69939,85
69963,69963,21
69982,69984,9
70004,70004,18
70028,70028,17
70060,70060,10
70084,70099,16
70114,70115,9
69831,70124,91
70143,70143,8
70194,70223,41
70227,70227,10
70253,70253,8
70276,70282,9
70173,70291,58
70299,70299,10
70316,70316,13
70332,70332,10
70363,70382,36
70390,70390,9
70407,70427,23
70431,70450,62
70458,70458,15
70482,70482,19
70514,70514,8
70535,70535,13
70559,70567,26
70577,70577,13
70601,70606,12
69649,70618,97
70633,70633,11
70661,70661,10
70681,70681,31
70713,70713,24
70741,70741,8
70770,70770,10
70797,70809,89
70823,70823,13
70849,70849,15
70867,70867,33
70917,70917,28
70934,70945,13
70956,70958,8
70981,70981,9
71006,71017,13
71019,71030,11
71039,71041,41
71082,71082,23
71104,71105,8
71058,71113,42
71138,71138,9
71160,71164,18
70893,71182,88
71183,71183,10
71209,71209,10
71231,71231,10
71260,71260,14
71285,71285,14
71299,71299,9
71330,71337,10
68180,71347,165
71356,71356,68
71377,71377,12
71410,71410,11
71432,71447,15
71464,71464,34
71493,71498,14
71521,71521,22
71540,71543,15
71554,71558,12
71583,71583,8
71602,71602,8
71623,71623,10
71651,71651,24
71678,71678,11
71702,71702,8
71734,71734,24
71754,71758,10
71778,71778,23
71839,71841,17
71814,71858,42
71867,71867,9
71887,71909,41
71915,71915,28
71934,71943,12
71960,71960,8
71977,71977,11
72003,72009,14
69933,72023,173
72028,72028,18
72050,72050,20
72065,72070,9
72097,72097,8
72119,72119,20
72143,72143,8
72170,72170,12
72203,72203,13
72232,72232,31
72258,72263,15
72282,72282,8
72306,72306,10
72332,72332,9
72352,72352,8
71797,72385,177
72396,72396,10
72420,72420,22
72439,72442,25
72466,72467,18
72493,72493,18
72515,72515,9
72537,72537,8
72568,72568,13
72586,72586,15
72610,72610,22
72631,72632,18
72657,72657,13
72685,72685,13
72715,72715,42
72735,72735,8
72764,72765,14
72808,72808,16
72835,72835,8
72794,72854,52
72858,72858,10
72885,72885,8
72912,72924,63
72943,72943,8
72966,72966,9
72988,72988,9
73017,73017,8
73043,73043,23
73065,73066,11
73092,73092,16
73117,73117,17
73141,73141,8
73187,73187,14
73216,73216,14
73236,73236,8
73267,73267,13
73292,73292,25
73318,73318,9
73334,73334,9
73357,73357,8
73380,73380,8
73403,73403,9
73166,73412,134
73421,73421,10
73453,73453,13
73468,73468,23
73510,73510,60
73532,73532,8
73554,73554,11
73574,73589,47
73600,73600,8
73627,73627,10
73655,73655,53
73706,73708,8
73680,73716,41
73741,73757,19
73759,73759,10
73785,73786,11
73811,73811,8
73831,73831,17
73852,73852,8
73868,73868,12
73889,73889,9
73918,73932,65
73947,73947,12
73977,73977,11
74007,74007,11
68839,74031,222
74032,74032,28
74052,74060,20
74078,74080,10
74101,74101,13
74131,74131,8
74157,74157,64
74188,74188,8
74217,74229,15
74242,74244,17
74268,74268,10
74295,74295,40
74318,74318,12
74348,74348,14
74371,74371,10
74396,74396,20
74422,74422,9
74448,74448,11
74469,74469,9
74497,74497,14
74526,74526,12
74556,74556,24
74598,74598,17
74572,74638,59
74645,74645,10
74667,74667,12
74696,74696,12
74714,74714,8
74622,74739,86
74744,74744,15
74773,74773,11
74800,74800,16
74821,74821,10
74843,74843,18
74861,74895,60
74911,74911,9
74932,74932,8
74959,74972,18
74979,74979,10
74888,75000,97
75010,75010,11
75035,75035,10
75058,75058,13
75089,75089,11
75108,75108,9
75136,75151,15
75156,75166,10
64888,75176,246
75182,75182,9
75201,75201,15
75225,75225,25
75249,75250,13
75273,75273,15
75298,75298,11
75322,75322,10
75348,75348,38
75366,75366,8
75392,75394,8
75414,75414,23
75438,75438,21
75460,75460,9
75487,75487,10
75506,75506,9
75556,75556,8
75572,75572,8
75595,75595,23
75623,75623,54
75644,75644,11
75677,75688,11
75703,75703,8
75734,75734,8
75759,75777,28
75800,75805,12
75777,75817,29
75819,75846,34
75872,75880,8
75529,75888,169
75895,75895,15
75912,75912,9
75934,75934,22
75989,75989,8
76014,76014,23
76040,76040,8
76068,76068,11
76099,76099,9
76128,76128,15
75959,76177,258
76184,76184,19
76204,76204,17
76227,76227,203
76256,76256,8
76282,76282,11
76308,76308,25
76331,76333,10
76356,76356,16
76381,76381,15
76399,76399,11
76425,76425,9
76443,76443,9
76465,76465,15
76486,76486,14
76513,76513,12
76537,76537,9
76567,76567,13
76593,76593,9
76614,76616,129
76631,76631,9
76685,76685,11
76709,76709,10
76729,76729,8
76756,76756,25
76783,76783,8
76798,76798,8
76651,76824,160
76826,76826,11
76846,76846,25
76871,76871,10
76911,76911,11
76937,76937,25
76961,76962,10
76983,76983,9
77013,77013,13
77029,77029,27
77042,77042,10
77067,77067,14
77079,77081,10
77098,77098,9
77117,77117,9
77141,77141,10
77164,77164,11
77191,77198,9
77217,77217,17
77242,77242,12
77266,77266,48
77295,77314,20
77334,77334,21
77314,77355,151
77359,77359,9
77381,77381,16
77409,77409,8
77430,77430,9
77463,77463,12
77487,77487,12
77516,77516,20
77549,77549,9
77595,77601,8
77573,77609,57
77618,77618,14
77640,77640,12
77651,77652,9
77667,77667,13
77696,77696,8
77721,77722,19
77749,77749,34
77771,77783,20
77797,77803,17
77821,77821,8
77846,77846,10
77876,77876,10
77896,77896,8
77929,77929,19
77960,77960,41
77982,77982,10
78004,78011,16
78025,78027,9
78043,78043,10
78062,78062,24
78092,78092,14
78114,78114,14
78130,78130,19
78156,78156,9
78184,78184,15
78205,78205,21
78264,78264,8
78235,78291,269
78295,78295,11
78322,78322,11
78345,78345,10
78367,78367,14
78396,78396,9
78419,78419,10
78438,78438,10
78472,78472,34
78495,78506,12
78514,78518,35
78537,78537,8
78558,78561,14
78586,78586,95
78609,78609,39
78634,78634,13
78654,78661,8
78678,78678,8
78705,78705,30
78724,78724,9
78750,78750,25
78804,78813,18
78825,78831,10
78779,78841,37
78855,78855,18
78881,78896,45
78903,78903,11
78921,78921,10
78942,78942,8
78964,78970,12
79020,79020,8
79035,79035,11
79054,79054,13
79079,79079,8
79108,79108,12
79125,79125,9
79144,79144,11
79172,79172,11
79192,79192,9
79220,79226,8
78995,79234,213
79239,79239,161
79272,79272,19
79302,79302,26
79332,79332,9
79350,79350,15
79372,79372,24
79398,79398,13
79421,79421,30
79456,79456,8
79484,79484,8
79536,79552,27
79559,79559,9
79578,79578,9
79510,79597,44
79614,79614,23
79638,79638,17
79662,79662,9
79686,79690,8
79699,79699,15
79724,79724,13
79751,79751,11
79778,79778,36
79813,79814,9
79835,79835,9
79877,79877,10
79906,79906,33
79927,79939,21
79948,79960,52
79973,79973,11
80000,80000,22
80018,80022,9
80056,80056,14
80073,80073,11
80099,80099,8
80161,80161,9
80179,80199,50
80203,80203,9
80225,80225,9
80250,80250,16
80273,80283,12
80291,80295,42
80313,80337,62
80342,80342,12
80368,80368,9
80388,80388,12
80410,80410,8
80437,80440,98
80478,80478,13
80506,80506,9
80531,80560,29
80564,80564,10
80581,80581,8
80461,80607,120
80611,80611,9
80659,80659,31
80685,80690,17
80708,80708,15
80736,80736,11
80763,80763,11
80796,80796,23
80815,80819,19
80840,80840,20
80866,80883,37
80887,80887,8
80924,80928,8
80904,80936,25
80947,80961,149
80968,80968,31
81012,81012,13
81027,81027,24
81062,81062,20
81104,81104,10
81128,81128,8
81150,81150,15
81204,81204,13
81232,81244,14
81256,81258,50
81283,81283,10
81307,81318,19
81327,81327,8
81179,81345,63
81407,81408,8
81391,81416,50
81433,81433,10
81457,81476,20
81489,81496,14
81510,81510,8
81353,81518,99
81537,81537,11
81584,81584,22
81596,81606,12
81617,81618,11
81642,81642,8
81668,81681,23
81692,81692,11
81563,81715,81
81717,81717,8
81748,81748,11
81773,81773,9
81801,81801,15
81826,81839,14
81845,81853,8
81087,81861,163
81879,81879,73
81902,81902,14
81915,81916,31
81955,81955,10
81975,81975,9
81998,81998,15
82021,82031,16
82036,82047,57
82060,82060,14
82079,82079,8
82126,82126,8
82109,82134,23
82156,82157,12
82182,82182,28
82209,82210,15
82230,82230,11
82255,82255,9
82292,82292,14
82312,82312,35
82342,82347,37
82376,82384,9
82398,82398,12
82416,82416,13
82436,82436,22
82499,82499,9
82525,82528,23
82460,82551,94
82555,82555,8
82571,82571,11
82593,82593,10
82614,82614,24
82642,82642,14
82664,82664,8
82689,82689,16
82735,82736,13
82713,82749,31
82757,82757,8
82782,82788,13
80633,82801,169
82809,82809,9
82836,82836,15
82857,82857,11
82881,82881,71
82905,82905,18
82936,82936,12
82957,82957,17
82987,82987,9
83006,83008,8
83030,83030,10
83060,83060,41
83088,83101,23
83142,83142,15
83168,83168,25
83194,83194,8
83217,83217,8
83238,83238,18
83282,83288,9
83264,83297,34
83300,83300,9
83325,83340,31
83348,83348,8
83374,83379,8
83115,83387,104
83398,83398,10
83417,83417,13
83434,83434,20
83463,83463,16
83495,83495,13
80998,83563,176
83571,83571,9
83591,83591,24
83618,83618,32
83638,83638,9
83665,83665,23
83693,83693,10
83725,83725,11
83758,83758,9
83814,83814,10
83830,83830,29
83859,83859,18
83876,83877,18
83899,83899,8
83925,83925,19
83952,83952,8
83786,83976,87
83981,83981,11
84009,84009,57
84033,84033,17
84061,84061,9
84084,84092,12
84098,84104,30
84121,84121,9
84140,84143,13
84171,84171,18
84197,84197,9
84223,84223,14
84241,84241,18
84264,84264,9
83542,84289,245
84300,84300,20
84331,84331,9
84351,84351,40
84376,84376,8
84395,84399,30
84420,84429,12
84438,84441,41
84457,84457,11
84486,84493,8
84513,84513,8
84530,84530,9
84552,84552,20
84575,84575,8
84593,84593,13
84618,84618,8
84639,84639,23
84666,84666,8
84689,84689,9
84705,84705,10
84726,84726,22
84746,84748,18
84768,84768,16
84787,84787,18
84815,84815,9
84845,84845,15
84877,84877,16
84928,84943,23
84957,84966,9
84898,84975,94
84983,84983,12
85013,85013,14
85041,85041,8
