arrival_time,first_executed_time,job_size
42224,48605,131
42242,48736,9
42265,48745,155
42281,48900,13
42316,48913,59
42339,48972,18
42365,48990,11
42380,49001,22
42398,49023,9
42419,49032,11
42444,49043,20
42469,49063,24
42493,49087,28
42519,49115,264
42544,49379,11
42574,49390,8
42593,49398,10
42618,49408,16
42639,49424,8
42662,49432,15
42679,49447,28
42707,49475,8
42726,49483,9
42747,49492,10
42781,49502,15
42799,49517,80
42829,49597,29
42866,49626,9
42893,49635,14
42918,49649,9
42942,49658,15
42969,49673,9
42996,49682,10
43017,49692,32
43044,49724,13
43064,49737,13
43082,49750,8
43099,49758,9
43120,49767,9
43147,49776,16
43171,49792,19
43202,49811,15
43220,49826,67
43237,49893,27
43263,49920,16
43284,49936,8
43305,49944,11
43325,49955,26
43346,49981,15
43362,49996,26
43387,50022,16
43418,50038,8
43433,50046,14
43451,50060,12
43477,50072,8
43499,50080,39
43514,50119,9
43541,50128,14
43571,50142,12
43597,50154,12
43619,50166,18
43648,50184,8
43678,50192,10
43701,50202,13
43728,50215,12
43761,50227,8
43775,50235,43
43798,50278,13
43830,50291,15
43855,50306,21
43881,50327,11
43897,50338,23
43921,50361,30
43945,50391,14
43964,50405,12
43991,50417,10
44026,50427,33
44051,50460,14
44083,50474,19
44107,50493,8
44127,50501,29
44154,50530,10
44178,50540,34
44202,50574,11
44224,50585,12
44246,50597,13
44271,50610,8
44293,50618,29
44314,50647,56
44333,50703,9
44358,50712,52
44383,50764,16
44408,50780,27
44437,50807,26
44460,50833,8
44488,50841,91
44516,50932,8
44540,50940,63
44563,51003,9
44595,51012,19
44619,51031,19
44646,51050,40
44685,51090,26
44709,51116,8
44737,51124,8
44760,51132,29
44785,51161,11
44806,51172,8
44825,51180,9
44856,51189,10
44883,51199,9
44914,51208,29
44939,51237,29
44970,51266,11
45002,51277,30
45029,51307,12
45054,51319,10
45082,51329,19
45108,51348,11
45141,51359,9
45167,51368,27
45198,51395,11
45224,51406,14
45244,51420,27
45260,51447,20
45292,51467,10
45319,51477,64
45338,51541,11
45364,51552,124
45385,51676,16
45410,51692,27
45424,51719,13
45447,51732,21
45463,51753,12
45493,51765,8
45515,51773,29
45534,51802,28
45554,51830,9
45575,51839,13
45591,51852,19
45614,51871,12
45639,51883,8
45660,51891,21
45684,51912,80
45700,51992,14
45731,52006,8
45751,52014,24
45779,52038,9
45800,52047,10
45820,52057,8
45841,52065,8
45874,52073,18
45894,52091,290
45920,52381,13
45940,52394,26
45954,52420,9
45983,52429,11
46006,52440,26
46029,52466,17
46052,52483,19
46079,52502,8
46104,52510,8
46128,52518,28
46150,52546,69
46171,52615,10
46199,52625,15
46219,52640,9
46247,52649,8
46272,52657,23
46294,52680,9
46315,52689,8
46341,52697,30
46374,52727,14
46400,52741,9
46424,52750,9
46441,52759,15
46471,52774,9
46497,52783,9
46520,52792,85
46550,52877,32
46566,52909,8
46585,52917,33
46610,52950,43
46631,52993,17
46653,53010,338
46678,53348,48
46702,53396,22
46732,53418,24
46755,53442,72
46781,53514,8
46798,53522,12
46824,53534,9
46850,53543,15
46873,53558,8
46894,53566,93
46914,53659,63
46936,53722,15
46962,53737,12
46985,53749,8
47001,53757,11
47024,53768,9
47052,53777,35
47077,53812,16
47112,53828,33
47141,53861,22
47170,53883,8
47195,53891,10
47213,53901,15
47243,53916,15
47269,53931,12
47302,53943,8
47322,53951,27
47348,53978,14
47379,53992,36
47396,54028,81
47430,54109,20
47453,54129,38
47483,54167,8
47502,54175,41
47528,54216,16
47557,54232,77
47582,54309,9
47608,54318,9
47631,54327,14
47654,54341,20
47688,54361,25
47716,54386,16
47732,54402,11
47765,54413,13
47787,54426,11
47802,54437,9
47831,54446,9
47854,54455,9
47881,54464,64
47901,54528,9
47915,54537,10
47944,54547,15
47963,54562,14
47985,54576,31
48011,54607,8
48046,54615,41
48059,54656,8
48079,54664,19
48107,54683,20
48120,54703,9
48145,54712,33
48158,54745,8
48179,54753,55
48208,54808,13
48241,54821,8
48264,54829,25
48284,54854,16
48316,54870,14
48337,54884,8
48366,54892,14
48385,54906,14
48415,54920,59
48442,54979,13
48469,54992,131
48490,55123,25
48512,55148,11
48537,55159,50
48564,55209,12
48589,55221,8
48610,55229,9
48633,55238,12
48652,55250,8
48673,55258,13
48696,55271,8
48715,55279,97
48737,55376,8
48758,55384,8
48783,55392,17
48812,55409,16
48834,55425,15
48860,55440,24
48879,55464,12
48915,55476,12
48932,55488,12
48947,55500,8
48967,55508,10
48988,55518,8
49013,55526,19
49033,55545,29
49060,55574,11
49080,55585,8
49102,55593,12
49124,55605,34
49148,55639,13
49174,55652,17
49194,55669,274
49221,55943,25
49246,55968,58
49268,56026,10
49290,56036,12
49308,56048,25
49333,56073,15
49356,56088,8
49376,56096,9
49396,56105,18
49420,56123,9
49447,56132,130
49465,56262,14
49489,56276,8
49513,56284,13
49537,56297,10
49558,56307,10
49583,56317,11
49602,56328,8
49628,56336,8
49647,56344,13
49675,56357,9
49707,56366,15
49728,56381,32
49743,56413,8
49756,56421,11
49780,56432,29
49810,56461,239
49826,56700,24
49862,56724,16
49879,56740,15
49905,56755,9
49923,56764,13
49957,56777,18
49973,56795,73
50000,56868,11
50017,56879,10
50050,56889,19
50081,56908,21
50102,56929,10
50130,56939,12
50143,56951,16
50162,56967,180
50185,57147,31
50206,57178,25
50224,57203,8
50245,57211,10
50270,57221,10
50289,57231,82
50314,57313,11
50341,57324,12
50364,57336,25
50388,57361,31
50419,57392,9
50443,57401,9
50467,57410,11
50488,57421,8
50509,57429,8
50538,57437,33
50559,57470,8
50593,57478,12
50616,57490,9
50641,57499,17
50667,57516,25
50687,57541,9
50710,57550,43
50737,57593,28
50761,57621,169
50784,57790,143
50810,57933,11
50836,57944,13
50857,57957,10
50885,57967,12
50910,57979,12
50932,57991,36
50945,58027,8
50971,58035,9
50991,58044,23
51003,58067,8
51021,58075,11
51040,58086,9
51066,58095,10
51100,58105,15
51125,58120,12
51147,58132,26
51166,58158,10
51187,58168,9
51211,58177,9
51238,58186,9
51261,58195,8
51292,58203,12
51309,58215,12
51337,58227,9
51366,58236,23
51401,58259,8
51423,58267,9
51450,58276,16
51478,58292,15
51497,58307,8
51523,58315,20
51549,58335,10
51576,58345,15
51595,58360,8
51623,58368,8
51647,58376,10
51672,58386,10
51688,58396,47
51718,58443,39
51747,58482,14
51778,58496,10
51799,58506,12
51815,58518,154
51834,58672,8
51857,58680,8
51876,58688,8
51905,58696,40
51929,58736,9
51954,58745,9
51985,58754,20
52002,58774,11
52035,58785,10
52055,58795,20
52070,58815,85
52088,58900,14
52115,58914,20
52143,58934,74
52171,59008,25
52189,59033,10
52222,59043,9
52249,59052,36
52266,59088,29
52295,59117,185
52319,59302,9
52340,59311,11
52371,59322,16
52403,59338,13
52440,59351,11
52455,59362,15
52482,59377,14
52508,59391,9
52525,59400,12
52550,59412,19
52579,59431,8
52605,59439,10
52625,59449,17
52651,59466,25
52671,59491,15
52695,59506,9
52711,59515,32
52732,59547,25
52755,59572,73
52773,59645,9
52797,59654,10
52825,59664,15
52847,59679,8
52868,59687,12
52892,59699,8
52909,59707,20
52934,59727,12
52969,59739,55
52990,59794,15
53015,59809,44
53040,59853,19
53068,59872,20
53091,59892,8
53124,59900,16
53142,59916,17
53166,59933,137
53197,60070,9
53228,60079,39
53250,60118,9
53286,60127,41
53317,60168,34
53345,60202,17
53370,60219,11
53393,60230,32
53421,60262,14
53455,60276,21
53488,60297,25
53514,60322,8
53537,60330,14
53562,60344,16
53582,60360,16
53600,60376,9
53619,60385,24
53643,60409,44
53673,60453,24
53694,60477,17
53724,60494,43
53751,60537,9
53769,60546,11
53797,60557,49
53820,60606,14
53844,60620,53
53870,60673,9
53886,60682,9
53919,60691,11
53942,60702,23
53958,60725,117
53978,60842,8
53999,60850,186
54020,61036,12
54045,61048,132
54068,61180,26
54090,61206,8
54117,61214,12
54137,61226,29
54158,61255,8
54175,61263,8
54203,61271,17
54218,61288,18
54232,61306,13
54247,61319,31
54262,61350,8
54283,61358,8
54301,61366,11
54319,61377,22
54336,61399,80
54364,61479,19
54387,61498,8
54410,61506,12
54432,61518,8
54448,61526,25
54469,61551,8
54493,61559,133
54522,61692,72
54543,61764,11
54568,61775,49
54607,61824,15
54630,61839,75
54651,61914,14
54678,61928,10
54699,61938,11
54721,61949,11
54750,61960,51
54768,62011,10
54792,62021,52
54819,62073,27
54840,62100,63
54856,62163,96
54875,62259,12
54909,62271,15
54929,62286,27
54953,62313,14
54981,62327,21
55010,62348,10
55033,62358,12
55050,62370,9
55069,62379,8
55088,62387,14
55125,62401,15
55153,62416,118
55170,62534,9
55192,62543,13
55217,62556,142
55239,62698,17
55263,62715,8
55292,62723,13
55319,62736,16
55342,62752,9
55360,62761,12
55380,62773,25
55408,62798,17
55427,62815,11
55449,62826,9
55474,62835,13
55498,62848,9
55528,62857,8
55548,62865,27
55560,62892,10
55583,62902,13
55606,62915,9
55636,62924,8
55657,62932,8
55679,62940,10
55710,62950,11
55732,62961,8
55760,62969,12
55790,62981,10
55814,62991,14
55835,63005,19
55856,63024,22
55880,63046,133
55902,63179,38
55925,63217,102
55951,63319,358
55977,63677,18
56010,63695,68
56037,63763,61
56065,63824,96
56094,63920,10
56126,63930,22
56156,63952,107
56180,64059,34
56205,64093,59
56229,64152,15
56260,64167,9
56278,64176,15
56297,64191,9
56314,64200,44
56332,64244,38
56366,64282,11
56390,64293,10
56414,64303,45
56428,64348,41
56463,64389,8
56485,64397,14
56507,64411,19
56525,64430,17
56557,64447,17
56586,64464,24
56611,64488,17
56636,64505,10
56660,64515,39
56689,64554,9
56721,64563,9
56742,64572,15
56766,64587,11
56791,64598,12
56808,64610,8
56826,64618,15
56846,64633,8
56868,64641,10
56899,64651,8
56929,64659,12
56951,64671,17
56977,64688,9
57002,64697,8
57034,64705,9
57061,64714,33
57088,64747,80
57109,64827,18
57133,64845,9
57155,64854,40
57187,64894,8
57208,64902,8
57230,64910,8
57252,64918,11
57267,64929,19
57299,64948,9
57320,64957,27
57346,64984,13
57378,64997,8
57394,65005,55
57411,65060,10
57435,65070,14
57464,65084,42
57488,65126,33
57516,65159,15
57541,65174,23
57567,65197,18
57592,65215,19
57620,65234,14
57634,65248,8
57655,65256,19
57676,65275,20
57704,65295,15
57729,65310,10
57751,65320,12
57775,65332,38
57792,65370,8
57821,65378,15
57839,65393,19
57853,65412,42
57877,65454,14
57905,65468,10
57927,65478,8
57950,65486,8
57976,65494,10
58001,65504,8
58028,65512,22
58052,65534,20
58073,65554,14
58096,65568,99
58131,65667,15
58155,65682,12
58183,65694,74
58207,65768,14
58234,65782,11
58264,65793,12
58284,65805,9
58307,65814,15
58336,65829,8
58355,65837,12
58371,65849,9
58397,65858,34
58413,65892,10
58439,65902,8
58471,65910,11
58496,65921,15
58519,65936,19
58542,65955,15
58567,65970,8
58592,65978,78
58610,66056,8
58638,66064,14
58661,66078,8
58681,66086,11
58701,66097,16
58732,66113,8
58755,66121,16
58782,66137,8
58806,66145,11
58830,66156,8
58850,66164,24
58876,66188,9
58897,66197,45
58913,66242,9
58936,66251,20
58959,66271,99
58982,66370,43
59004,66413,15
59034,66428,26
59049,66454,9
59086,66463,8
59110,66471,21
59135,66492,16
59162,66508,59
59182,66567,9
59209,66576,39
59237,66615,19
59260,66634,83
59279,66717,21
59300,66738,8
59337,66746,45
59363,66791,27
59391,66818,10
59412,66828,8
59448,66836,10
59473,66846,16
59493,66862,8
59512,66870,11
59532,66881,63
59556,66944,29
59581,66973,8
59601,66981,31
59614,67012,12
59643,67024,40
59668,67064,34
59689,67098,13
59715,67111,12
59742,67123,10
59777,67133,9
59810,67142,9
59832,67151,18
59860,67169,8
59888,67177,12
59910,67189,10
59937,67199,38
59966,67237,9
59985,67246,19
60012,67265,36
60042,67301,120
60059,67421,10
60081,67431,8
60099,67439,19
60123,67458,11
60154,67469,8
60180,67477,9
60195,67486,143
60210,67629,121
60229,67750,19
60259,67769,12
60287,67781,10
60310,67791,8
60329,67799,67
60353,67866,31
60375,67897,14
60399,67911,11
60427,67922,8
60452,67930,39
60472,67969,123
60491,68092,13
60512,68105,8
60543,68113,21
60566,68134,11
60583,68145,21
60605,68166,9
60631,68175,19
60658,68194,11
60675,68205,25
60700,68230,17
60731,68247,8
60755,68255,43
60781,68298,21
60798,68319,45
60819,68364,8
60833,68372,13
60861,68385,16
60890,68401,9
60910,68410,10
60933,68420,11
60950,68431,12
60963,68443,19
60980,68462,15
61008,68477,103
61033,68580,21
61056,68601,78
61080,68679,23
61107,68702,29
61129,68731,14
61158,68745,11
61178,68756,26
61195,68782,17
61224,68799,19
61254,68818,19
61278,68837,8
61296,68845,75
61317,68920,49
61340,68969,14
61368,68983,8
61385,68991,29
61418,69020,29
61438,69049,10
61460,69059,19
61493,69078,10
61510,69088,13
61533,69101,10
61557,69111,13
61581,69124,11
61607,69135,9
61628,69144,119
61658,69263,9
61683,69272,13
61708,69285,17
61731,69302,23
61760,69325,17
61778,69342,17
61797,69359,9
61823,69368,11
61849,69379,120
61873,69499,18
61893,69517,31
61917,69548,53
61946,69601,9
61970,69610,150
61995,69760,41
62022,69801,289
62050,70090,12
62074,70102,11
62096,70113,20
62130,70133,21
62148,70154,13
62177,70167,31
62192,70198,9
62218,70207,8
62240,70215,39
62270,70254,22
62299,70276,9
62321,70285,10
62346,70295,24
62364,70319,11
62387,70330,11
62419,70341,30
62441,70371,20
62456,70391,367
62488,70758,23
62513,70781,8
62537,70789,8
62562,70797,18
62583,70815,19
62608,70834,20
62629,70854,10
62659,70864,43
62677,70907,10
62698,70917,9
62735,70926,9
62754,70935,12
62772,70947,8
62798,70955,23
62820,70978,15
62835,70993,13
62869,71006,16
62893,71022,11
62916,71033,11
62939,71044,15
62968,71059,10
62995,71069,11
63018,71080,12
63049,71092,12
63069,71104,9
63093,71113,14
63114,71127,40
63136,71167,155
63156,71322,8
63172,71330,10
63191,71340,21
63218,71361,18
63248,71379,14
63271,71393,17
63300,71410,107
63322,71517,10
63349,71527,20
63371,71547,12
63396,71559,9
63419,71568,12
63437,71580,20
63457,71600,42
63479,71642,30
63492,71672,30
63517,71702,8
63541,71710,8
63574,71718,38
63597,71756,11
63615,71767,10
63643,71777,10
63667,71787,10
63688,71797,12
63711,71809,12
63737,71821,16
63763,71837,26
63782,71863,12
63804,71875,14
63827,71889,10
63855,71899,15
63875,71914,17
63902,71931,17
63926,71948,13
63957,71961,11
63984,71972,19
64006,71991,19
64034,72010,19
64047,72029,15
64068,72044,12
64101,72056,15
64130,72071,10
64150,72081,17
64173,72098,10
64197,72108,30
64219,72138,16
64242,72154,11
64270,72165,27
64294,72192,131
64313,72323,8
64337,72331,37
64363,72368,19
64383,72387,32
64412,72419,19
64435,72438,24
64458,72462,8
64478,72470,11
64500,72481,78
64517,72559,15
64536,72574,11
64555,72585,24
64582,72609,9
64614,72618,9
64640,72627,10
64665,72637,15
64690,72652,20
64713,72672,15
64737,72687,17
64760,72704,15
64788,72719,8
64817,72727,11
64838,72738,16
64861,72754,119
64888,72873,246
64905,73119,11
64923,73130,11
64944,73141,29
64961,73170,12
64995,73182,10
65016,73192,12
65038,73204,8
65061,73212,9
65090,73221,15
65120,73236,17
65143,73253,9
65159,73262,309
65177,73571,47
65203,73618,8
65220,73626,16
65240,73642,281
65263,73923,8
65287,73931,8
65311,73939,8
65340,73947,28
65361,73975,17
65384,73992,8
65401,74000,8
65424,74008,22
65446,74030,14
65470,74044,10
65487,74054,14
65511,74068,45
65533,74113,15
65559,74128,32
65577,74160,103
65598,74263,62
65616,74325,11
65637,74336,8
65662,74344,18
65682,74362,10
65706,74372,13
65726,74385,31
65746,74416,10
65770,74426,8
65791,74434,12
65815,74446,17
65846,74463,165
65881,74628,11
65908,74639,12
65929,74651,10
65952,74661,8
65977,74669,15
66006,74684,14
66022,74698,9
66053,74707,8
66072,74715,30
66090,74745,32
66110,74777,8
66128,74785,25
66146,74810,10
66167,74820,13
66190,74833,15
66219,74848,466
66247,75314,8
66264,75322,16
66282,75338,24
66299,75362,35
66317,75397,17
66350,75414,10
66369,75424,21
66393,75445,14
66411,75459,11
66431,75470,14
66456,75484,9
66480,75493,9
66509,75502,19
66541,75521,14
66560,75535,24
66585,75559,13
66608,75572,14
66627,75586,27
66656,75613,10
66687,75623,11
66706,75634,172
66727,75806,8
66752,75814,74
66785,75888,10
66811,75898,9
66829,75907,9
66855,75916,9
66881,75925,9
66899,75934,45
66918,75979,74
66950,76053,9
66976,76062,8
67005,76070,11
67029,76081,10
67050,76091,15
67072,76106,12
67097,76118,14
67120,76132,9
67153,76141,9
67178,76150,9
67206,76159,11
67224,76170,9
67252,76179,94
67274,76273,17
67297,76290,11
67316,76301,67
67340,76368,16
67363,76384,17
67378,76401,12
67402,76413,9
67422,76422,8
67442,76430,8
67471,76438,8
67493,76446,35
67515,76481,13
67540,76494,138
67562,76632,130
67592,76762,21
67615,76783,8
67642,76791,23
67667,76814,98
67688,76912,8
67704,76920,8
67727,76928,14
67751,76942,11
67773,76953,11
67798,76964,85
67818,77049,18
67837,77067,12
67861,77079,16
67883,77095,9
67906,77104,17
67932,77121,19
67958,77140,15
67990,77155,20
68019,77175,10
68046,77185,10
68074,77195,306
68096,77501,8
68114,77509,48
68132,77557,8
68155,77565,27
68180,77592,165
68196,77757,8
68218,77765,8
68243,77773,8
68265,77781,156
68287,77937,13
68301,77950,328
68327,78278,12
68342,78290,42
68373,78332,11
68393,78343,27
68416,78370,31
68437,78401,19
68468,78420,9
68486,78429,10
68507,78439,9
68539,78448,28
68563,78476,51
68587,78527,20
68612,78547,9
68638,78556,12
68665,78568,8
68687,78576,27
68713,78603,9
68737,78612,12
68762,78624,39
68783,78663,9
68809,78672,71
68839,78743,222
68858,78965,11
68886,78976,11
68899,78987,10
68922,78997,15
68942,79012,19
68966,79031,18
68982,79049,24
69006,79073,9
69032,79082,31
69051,79113,13
69074,79126,21
69095,79147,9
69113,79156,55
69139,79211,12
69165,79223,36
69181,79259,14
69203,79273,32
69228,79305,22
69250,79327,10
69269,79337,13
69288,79350,79
69303,79429,9
69327,79438,57
69351,79495,15
69382,79510,17
69404,79527,15
69434,79542,14
69456,79556,40
69488,79596,12
69512,79608,15
69538,79623,8
69563,79631,12
69588,79643,8
69604,79651,17
69626,79668,11
69649,79679,97
69670,79776,10
69692,79786,11
69717,79797,8
69736,79805,15
69758,79820,28
69783,79848,58
69808,79906,85
69831,79991,91
69851,80082,44
69886,80126,26
69912,80152,8
69933,80160,173
69963,80333,21
69982,80354,9
70004,80363,18
70028,80381,17
70060,80398,10
70084,80408,16
70114,80424,9
70143,80433,8
70173,80441,58
70194,80499,41
70227,80540,10
70253,80550,8
70276,80558,9
70299,80567,10
70316,80577,13
70332,80590,10
70363,80600,36
70390,80636,9
70407,80645,23
70431,80668,62
70458,80730,15
70482,80745,19
70514,80764,8
70535,80772,13
70559,80785,26
70577,80811,13
70601,80824,12
70633,80836,11
70661,80847,10
70681,80857,31
70713,80888,24
70741,80912,8
70770,80920,10
70797,80930,89
70823,81019,13
70849,81032,15
70867,81047,33
70893,81080,88
70917,81168,28
70934,81196,13
70956,81209,8
70981,81217,9
71006,81226,13
71019,81239,11
71039,81250,41
71058,81291,42
71082,81333,23
71104,81356,8
71138,81364,9
71160,81373,18
71183,81391,10
71209,81401,10
71231,81411,10
71260,81421,14
71285,81435,14
71299,81449,9
71330,81458,10
71356,81468,68
71377,81536,12
71410,81548,11
71432,81559,15
71464,81574,34
71493,81608,14
71521,81622,22
71540,81644,15
71554,81659,12
71583,81671,8
71602,81679,8
71623,81687,10
71651,81697,24
71678,81721,11
71702,81732,8
71734,81740,24
71754,81764,10
71778,81774,23
71797,81797,177
71814,81974,42
71839,82016,17
71867,82033,9
71887,82042,41
71915,82083,28
71934,82111,12
71960,82123,8
71977,82131,11
72003,82142,14
72028,82156,18
72050,82174,20
72065,82194,9
72097,82203,8
72119,82211,20
72143,82231,8
72170,82239,12
72203,82251,13
72232,82264,31
72258,82295,15
72282,82310,8
72306,82318,10
72332,82328,9
72352,82337,8
72378,82345,332
72396,82677,10
72420,82687,22
72439,82709,25
72466,82734,18
72493,82752,18
72515,82770,9
72537,82779,8
72568,82787,13
72586,82800,15
72610,82815,22
72631,82837,18
72657,82855,13
72685,82868,13
72715,82881,42
72735,82923,8
72764,82931,14
72794,82945,52
72808,82997,16
72835,83013,8
72858,83021,10
72885,83031,8
72912,83039,63
72943,83102,8
72966,83110,9
72988,83119,9
73017,83128,8
73043,83136,23
73065,83159,11
73092,83170,16
73117,83186,17
73141,83203,8
73166,83211,134
73187,83345,14
73216,83359,14
73236,83373,8
73267,83381,13
73292,83394,25
73318,83419,9
73334,83428,9
73357,83437,8
73380,83445,8
73403,83453,9
73421,83462,10
73453,83472,13
73468,83485,23
73510,83508,60
73532,83568,8
73554,83576,11
73574,83587,47
73600,83634,8
73627,83642,10
73655,83652,53
73680,83705,41
73706,83746,8
73741,83754,19
73759,83773,10
73785,83783,11
73811,83794,8
73831,83802,17
73852,83819,8
73868,83827,12
73889,83839,9
73918,83848,65
73947,83913,12
73977,83925,11
74007,83936,11
74032,83947,28
74052,83975,20
74078,83995,10
74101,84005,13
74131,84018,8
74157,84026,64
74188,84090,8
74217,84098,15
74242,84113,17
74268,84130,10
74295,84140,40
74318,84180,12
74348,84192,14
74371,84206,10
74396,84216,20
74422,84236,9
74448,84245,11
74469,84256,9
74497,84265,14
74526,84279,12
74556,84291,24
74572,84315,59
74598,84374,17
74622,84391,86
74645,84477,10
74667,84487,12
74696,84499,12
74714,84511,8
74744,84519,15
74773,84534,11
74800,84545,16
74821,84561,10
74843,84571,18
74861,84589,60
74888,84649,97
74911,84746,9
74932,84755,8
74959,84763,18
74979,84781,10
75010,84791,11
75035,84802,10
75058,84812,13
75089,84825,11
75108,84836,9
75136,84845,15
75156,84860,10
75182,84870,9
75201,84879,15
75225,84894,25
75249,84919,13
75273,84932,15
75298,84947,11
75322,84958,10
75348,84968,38
75366,85006,8
75392,85014,8
75414,85022,23
75438,85045,21
75460,85066,9
75487,85075,10
75506,85085,9
75529,85094,169
75556,85263,8
75572,85271,8
75595,85279,23
75623,85302,54
75644,85356,11
75677,85367,11
75703,85378,8
75734,85386,8
75759,85394,28
75777,85422,29
75800,85451,12
75819,85463,34
75841,85497,503
75872,86000,8
75895,86008,15
75912,86023,9
75934,86032,22
75959,86054,258
75989,86312,8
76014,86320,23
76040,86343,8
76068,86351,11
76099,86362,9
76128,86371,15
76157,86386,349
76184,86735,19
76204,86754,17
76227,86771,203
76256,86974,8
76282,86982,11
76308,86993,25
76331,87018,10
76356,87028,16
76381,87044,15
76399,87059,11
76425,87070,9
76443,87079,9
76465,87088,15
76486,87103,14
76513,87117,12
76537,87129,9
76567,87138,13
76593,87151,9
76614,87160,129
76631,87289,9
76651,87298,160
76685,87458,11
76709,87469,10
76729,87479,8
76756,87487,25
76783,87512,8
76798,87520,8
76826,87528,11
76846,87539,25
76871,87564,10
76911,87574,11
76937,87585,25
76961,87610,10
76983,87620,9
77013,87629,13
77029,87642,27
77042,87669,10
77067,87679,14
77079,87693,10
77098,87703,9
77117,87712,9
77141,87721,10
77164,87731,11
77191,87742,9
77217,87751,17
77242,87768,12
77266,87780,48
77295,87828,20
77314,87848,151
77334,87999,21
77359,88020,9
77381,88029,16
77409,88045,8
77430,88053,9
77463,88062,12
77487,88074,12
77516,88086,20
77549,88106,9
77573,88115,57
77595,88172,8
77618,88180,14
77640,88194,12
77651,88206,9
77667,88215,13
77696,88228,8
77721,88236,19
77749,88255,34
77771,88289,20
77797,88309,17
77821,88326,8
77846,88334,10
77876,88344,10
77896,88354,8
77929,88362,19
77960,88381,41
77982,88422,10
78004,88432,16
78025,88448,9
78043,88457,10
78062,88467,24
78092,88491,14
78114,88505,14
78130,88519,19
78156,88538,9
78184,88547,15
78205,88562,21
78235,88583,269
78264,88852,8
78295,88860,11
78322,88871,11
78345,88882,10
78367,88892,14
78396,88906,9
78419,88915,10
78438,88925,10
78472,88935,34
78495,88969,12
78514,88981,35
78537,89016,8
78558,89024,14
78586,89038,95
78609,89133,39
78634,89172,13
78654,89185,8
78678,89193,8
78705,89201,30
78724,89231,9
78750,89240,25
78779,89265,37
78804,89302,18
78825,89320,10
78855,89330,18
78881,89348,45
78903,89393,11
78921,89404,10
78942,89414,8
78964,89422,12
78995,89434,213
79020,89647,8
79035,89655,11
79054,89666,13
79079,89679,8
79108,89687,12
79125,89699,9
79144,89708,11
79172,89719,11
79192,89730,9
79220,89739,8
79239,89747,161
79272,89908,19
79302,89927,26
79332,89953,9
79350,89962,15
79372,89977,24
79398,90001,13
79421,90014,30
79456,90044,8
79484,90052,8
79510,90060,44
79536,90104,27
79559,90131,9
79578,90140,9
79614,90149,23
79638,90172,17
79662,90189,9
79686,90198,8
79699,90206,15
79724,90221,13
79751,90234,11
79778,90245,36
79813,90281,9
79835,90290,9
79855,90299,282
79877,90581,10
79906,90591,33
79927,90624,21
79948,90645,52
79973,90697,11
80000,90708,22
80018,90730,9
80056,90739,14
80073,90753,11
80099,90764,8
80117,90772,507
80136,91279,297
80161,91576,9
80179,91585,50
80203,91635,9
80225,91644,9
80250,91653,16
80273,91669,12
80291,91681,42
80313,91723,62
80342,91785,12
80368,91797,9
80388,91806,12
80410,91818,8
80437,91826,98
80461,91924,120
80478,92044,13
80506,92057,9
80531,92066,29
80564,92095,10
80581,92105,8
80611,92113,9
80633,92122,169
80659,92291,31
80685,92322,17
80708,92339,15
80736,92354,11
80763,92365,11
80796,92376,23
80815,92399,19
80840,92418,20
80866,92438,37
80887,92475,8
80904,92483,25
80924,92508,8
80947,92516,149
80968,92665,31
80998,92696,176
81012,92872,13
81027,92885,24
81062,92909,20
81087,92929,163
81104,93092,10
81128,93102,8
81150,93110,15
81179,93125,63
81204,93188,13
81232,93201,14
81256,93215,50
81283,93265,10
81307,93275,19
81327,93294,8
81353,93302,99
81391,93401,50
81407,93451,8
81433,93459,10
81457,93469,20
81489,93489,14
81510,93503,8
81537,93511,11
81563,93522,81
81584,93603,22
81596,93625,12
81617,93637,11
81642,93648,8
81668,93656,23
81692,93679,11
81717,93690,8
81748,93698,11
81773,93709,9
81801,93718,15
81826,93733,14
81845,93747,8
81879,93755,73
81902,93828,14
81915,93842,31
81955,93873,10
81975,93883,9
81998,93892,15
82021,93907,16
82036,93923,57
82060,93980,14
82079,93994,8
82109,94002,23
82126,94025,8
82156,94033,12
82182,94045,28
82209,94073,15
82230,94088,11
82255,94099,9
82292,94108,14
82312,94122,35
82342,94157,37
82376,94194,9
82398,94203,12
82416,94215,13
82436,94228,22
82460,94250,94
82499,94344,9
82525,94353,23
82555,94376,8
82571,94384,11
82593,94395,10
82614,94405,24
82642,94429,14
82664,94443,8
82689,94451,16
82713,94467,31
82735,94498,13
82757,94511,8
82782,94519,13
82809,94532,9
82836,94541,15
82857,94556,11
82881,94567,71
82905,94638,18
82936,94656,12
82957,94668,17
82987,94685,9
83006,94694,8
83030,94702,10
83060,94712,41
83088,94753,23
83115,94776,104
83142,94880,15
83168,94895,25
83194,94920,8
83217,94928,8
83238,94936,18
83264,94954,34
83282,94988,9
83300,94997,9
83325,95006,31
83348,95037,8
83374,95045,8
83398,95053,10
83417,95063,13
83434,95076,20
83463,95096,16
83495,95112,13
83516,95125,343
83542,95468,245
83571,95713,9
83591,95722,24
83618,95746,32
83638,95778,9
83665,95787,23
83693,95810,10
83725,95820,11
83758,95831,9
83786,95840,87
83814,95927,10
83830,95937,29
83859,95966,18
83876,95984,18
83899,96002,8
83925,96010,19
83952,96029,8
83981,96037,11
84009,96048,57
84033,96105,17
84061,96122,9
84084,96131,12
84098,96143,30
84121,96173,9
