arrival_rate,bp_parameter,c,RDYNAMIC_L2_Norm/SRPT_L2_Norm,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/SETF_L2_Norm,RDYNAMIC_L2_Norm/RR_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
20,"{'L': 16.772, 'H': 64}",256,0.8465762283438333,1.0021215018662772,0.453265574635867,0.3379839123164525,0.475813353975572
20,"{'L': 7.918, 'H': 512}",256,1.7048338723125993,0.9074795212552703,0.9662498240197706,0.2435819463618869,0.9913720916494254
20,"{'L': 5.649, 'H': 4096}",256,1.5553647354612201,0.38805260328100477,0.8740456694952937,0.1580924753484195,0.9693993351839936
20,"{'L': 4.639, 'H': 32768}",256,1.4034670718052284,0.30083692736203943,0.7849326950619703,0.08263712957881154,0.9479568431500897
20,"{'L': 4.073, 'H': 262144}",256,1.36992403012358,0.46697499329709397,0.9782347808454737,0.033918534554247065,1.0057799767961892
22,"{'L': 16.772, 'H': 64}",256,0.786610751152765,1.001008277664382,0.38670993448845564,0.2608217275279303,0.4186967109616924
22,"{'L': 7.918, 'H': 512}",256,1.8862598255304375,1.1230252446224767,0.8386232491726968,0.21350137839859792,0.9260720493645699
22,"{'L': 5.649, 'H': 4096}",256,1.7125571682708511,0.4798046172009732,0.9947750172278563,0.12083956366940173,1.0241793151429741
22,"{'L': 4.639, 'H': 32768}",256,1.5237827243487527,0.3555826595600703,0.6507208237967717,0.06047538456461544,1.0514341819890634
22,"{'L': 4.073, 'H': 262144}",256,1.287159235035841,0.298609425535924,0.8447182123441391,0.061067488212540905,0.8246514242272532
24,"{'L': 16.772, 'H': 64}",256,0.667573733806299,1.00346242130882,0.30440258857761526,0.17957169765839032,0.3297273867281903
24,"{'L': 7.918, 'H': 512}",256,1.8044771154145163,1.1720310543939034,0.9553098650332409,0.1886689727852095,0.9701845476077294
