arrival_rate,bp_parameter,c,SJF/SRPT,RR/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/SETF_L2_Norm,DYNAMIC_L2_Norm/SRPT_L2_Norm,DYNAMIC_L2_Norm/FCFS_L2_Norm,DYNAMIC_L2_Norm/RR_L2_Norm,DYNAMIC_L2_Norm/SETF_L2_Norm
20,"{'L': 16.772, 'H': 64}",3000,1.0000644142705402,2.8630316552037174,7.713098963994693,1.7293280908589834,0.5782965184899027,1.6555745959007733,4.460170978986111,0.5782592703408205,0.9999822086097959,1.336639841286269,6.583557560655105,0.8097270640193315,1.234962066904463,1.650728869863189,0.20302698487430934,0.8130140359102577,1.0040593578218941,0.6082521340437389,0.12349159681826456
20,"{'L': 7.918, 'H': 512}",3000,1.0036784177006686,5.057154062432483,61.479048504844116,8.471576486885061,0.11847599077391013,0.596955486415252,7.257096551039879,0.11804178378700952,0.999849874797969,1.4610213576760918,22.22522864599597,1.7260796396648053,0.5792605693397403,0.8464391353111689,0.06573706758869745,1.0,0.5793475440068305,0.6844526910890648,0.044993912815387706
20,"{'L': 5.649, 'H': 4096}",3000,1.073998211065168,7.3636021602679405,112.70487269135957,37.050890281979825,0.02898710942952755,0.19874292099937266,3.0418937799768617,0.026989904760436025,1.0073758168234077,1.4941254053956678,22.396777996257253,3.6330603139227016,0.2772802347824829,0.41125807894513733,0.0667116227899099,1.0,0.2752500409001678,0.669287863246783,0.04464927947078419
20,"{'L': 4.639, 'H': 32768}",3000,1.5387879086533989,7.906794537374833,0.06369159067126784,128.70165107770572,0.011956240621375796,0.061435066847751456,0.0004948778056686546,0.007769908090737964,0.9892411656841635,1.5310278423498802,0.007931831056306146,7.661465504298831,0.12911905237047697,0.19983485424437714,193.0232542122348,1.0,0.13052333126591803,0.6531559860238476,126.07429393052404
20,"{'L': 4.073, 'H': 262144}",3000,2.091004354965172,7.15061027749054,613.9486035866775,104.62510866106838,0.019985683950292963,0.06834506906611533,5.86808091713009,0.009557935115169022,1.0655061800078354,1.5733521519618574,71.47947856647613,7.082217866123842,0.150448094106853,0.2221552883154901,0.022011242716308218,1.0,0.1411987062390822,0.6355856181040409,0.013990029307082829
22,"{'L': 16.772, 'H': 64}",3000,1.0000824584715002,2.981356052899429,18.366831515795873,1.8037208216238103,0.5544552385724362,1.6528921866164665,10.182746296215079,0.5544095228106,0.9999717248146047,1.2587439066927144,13.2523844370299,0.7551385097290954,1.3242229232533023,1.666904667786426,0.09498244732287754,0.7602223094066554,1.0067322744265603,0.6039531197446674,0.05736494538163542
22,"{'L': 7.918, 'H': 512}",3000,1.0125738386617626,6.14334112505139,0.08568771185587312,10.808391054026995,0.09368404914295708,0.5683862745475425,0.007927887826000481,0.09252070867915346,0.9976750199015582,1.4395858669676078,0.04453058909993132,1.6510508219501983,0.604266692846631,0.8719209898500817,32.328022064496515,1.0,0.6056748748768459,0.694644218831096,22.456473633346615
22,"{'L': 5.649, 'H': 4096}",3000,1.1314982053423135,7.670143901022849,214.01483868007804,46.501284875214154,0.02433262238621321,0.16494477349616515,4.602342478372055,0.021504782129859262,0.9964031765875926,1.5042109531964705,34.02742778951962,3.7054267858065644,0.26890375500178837,0.40594809724976044,0.04420583778770855,1.0,0.26987444572658825,0.6648003711680103,0.029388057369061495
22,"{'L': 4.639, 'H': 32768}",3000,3.70620955180442,5.6639527729627455,448.5234457043364,135.51440423314548,0.02734919267643371,0.04179594637938421,3.3097842863454954,0.007379289350522118,0.926039917967089,1.3025771364206171,57.69287749947502,9.64286092259023,0.09603373162809646,0.13508202045816953,0.022577780704948716,1.0,0.10370366305473827,0.7677088535024682,0.017333162139626327
22,"{'L': 4.073, 'H': 262144}",3000,3.0798749847841917,5.46755722745551,0.09674712068702568,194.85487482461775,0.015805994012499214,0.028059637883715623,0.0004965085978685649,0.005132024543394492,0.9869180791898299,1.3676256321959843,0.009831582148955126,14.37495532396178,0.06865538410020132,0.09513947009743211,139.10534555634382,1.0,0.06956543359359792,0.7311942511594411,101.71302897634611
