arrival_rate,bp_parameter,c,RDYNAMIC_L2_Norm/SRPT_L2_Norm,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/SETF_L2_Norm,RDYNAMIC_L2_Norm/RR_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
28,"{'L': 4.073, 'H': 262144}",128,1.3767535552460681,0.28794418328667465,0.8460418422441095,0.0489612199080962,1.0012409972361322
30,"{'L': 16.772, 'H': 64}",128,0.5000374541240749,1.0029091643180315,0.2056490410652986,0.04634991834942848,0.2810998619289624
30,"{'L': 7.918, 'H': 512}",128,1.5931820492670419,1.0699761905406828,0.9414381692992091,0.015264831751517884,1.0192102683339574
30,"{'L': 5.649, 'H': 4096}",128,1.0370406261554592,0.3204125877524464,1.0019980420313956,0.01425151642597765,1.0008139573737298
30,"{'L': 4.639, 'H': 32768}",128,1.1705310610442208,0.501158576513666,0.9957671621971373,0.013601521918403482,0.9990778436100686
30,"{'L': 4.073, 'H': 262144}",128,1.2214574394186093,0.5698669421246624,1.1239569168534949,0.013688769268660523,1.0023688416317151
32,"{'L': 16.772, 'H': 64}",128,0.7534916617522871,1.011642566154051,0.3412337291263657,0.008983464410172618,0.4121921730901305
32,"{'L': 7.918, 'H': 512}",128,1.837362577018858,1.4682510646579983,0.963914999367655,0.031077494282093773,1.013338271119286
32,"{'L': 5.649, 'H': 4096}",128,1.4951817779745213,0.6018167835577714,0.9448390448942584,0.021829059105187305,0.98278837795433
32,"{'L': 4.639, 'H': 32768}",128,1.283145177958342,0.17371246695539763,1.1244399193902137,0.03525496425875387,1.002599707888256
32,"{'L': 4.073, 'H': 262144}",128,1.065188966829831,0.24223534914109957,0.974598215861632,0.017201128860256855,0.9873890802844529
34,"{'L': 16.772, 'H': 64}",128,0.7050938820301064,1.0127963269426372,0.3045267787787712,0.007814976382551716,0.36960335236264313
34,"{'L': 7.918, 'H': 512}",128,1.5416089991700805,1.0042766269606878,1.0672656613268454,0.01228867637645252,1.0123372695910808
34,"{'L': 5.649, 'H': 4096}",128,1.311747371912083,0.4103433837132942,0.9837213589023432,0.025886298283161045,0.9871013726115694
34,"{'L': 4.639, 'H': 32768}",128,1.3352499961219135,0.4399377766502426,0.9523174095878203,0.014050036058393353,0.9844686017377418
34,"{'L': 4.073, 'H': 262144}",128,1.3574590513496134,0.4733440630454382,0.9954704947196671,0.018427114377416814,0.9996342486328558
36,"{'L': 16.772, 'H': 64}",128,0.7431548354318879,1.0124663292379088,0.2960051770312892,0.007708073744403892,0.35558675432693726
36,"{'L': 7.918, 'H': 512}",128,1.6587210097408387,1.2395566691688114,0.8576424892080029,0.013738282917406325,1.0023305537622897
36,"{'L': 5.649, 'H': 4096}",128,1.297696379172295,0.3573148996264935,1.0782014212754907,0.025941707185550646,1.0061314093817846
36,"{'L': 4.639, 'H': 32768}",128,1.1830030443566668,0.5624352730073041,0.99445689613085,0.00768001347487842,1.0004483940359974
36,"{'L': 4.073, 'H': 262144}",128,1.205726962234398,0.4134181756577071,1.0228638169946058,0.014533079340241478,1.0135520307445163
38,"{'L': 16.772, 'H': 64}",128,0.9165737552666067,1.0611922237006002,0.3981712994703157,0.005435081745430886,0.4390773715138651
38,"{'L': 7.918, 'H': 512}",128,1.7839125905326547,1.340790071779801,0.8695257072058136,0.012776422030772342,0.9988338581971193
38,"{'L': 5.649, 'H': 4096}",128,1.2428498643021137,0.4700709534964988,0.9974104343110489,0.009296642069418097,1.0004478258817247
38,"{'L': 4.639, 'H': 32768}",128,1.1748606827191346,0.6043182409071134,0.8870253909226622,0.006250560810973744,0.9977431428689523
38,"{'L': 4.073, 'H': 262144}",128,1.0263855858220516,0.19134133699721775,0.99178458074475,0.020153159877108574,1.0035714337753212
40,"{'L': 16.772, 'H': 64}",128,0.9211132901807146,1.012665169413688,0.47323891200252505,0.0038326165921064004,0.5031895439414797
40,"{'L': 7.918, 'H': 512}",128,1.463909552535127,0.8995713577155318,0.9535784824917689,0.01458685384224519,0.9741062604738143
40,"{'L': 5.649, 'H': 4096}",128,1.1587948183953916,0.5983530769217211,0.9920951281238134,0.004023340416762735,1.0065247998629296
40,"{'L': 4.639, 'H': 32768}",128,1.075945062909512,0.21661420157892658,0.9984134339736049,0.03750912297577257,1.0005592486744657
40,"{'L': 4.073, 'H': 262144}",128,1.1255459706197624,0.21443746173169545,0.9966148375290498,0.019321769316933503,1.0003044276992654
