arrival_rate,bp_parameter,c,RDYNAMIC_L2_Norm/SRPT_L2_Norm,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/SETF_L2_Norm,RDYNAMIC_L2_Norm/RR_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
20,"{'L': 16.772, 'H': 64}",128,0.845792752278627,1.0011940742054786,0.4528460935342019,0.3376711202761625,0.47540632951046785
20,"{'L': 7.918, 'H': 512}",128,1.6839451322319858,0.8963604883947448,0.9544106989562192,0.24059742097878822,0.9793463031261254
20,"{'L': 5.649, 'H': 4096}",128,1.557743711780033,0.38864614120340435,0.8753825481719686,0.15833428246057887,0.9706463386531571
20,"{'L': 4.639, 'H': 32768}",128,1.3858718909673289,0.29706535320401906,0.775092041873413,0.08160111293967952,0.9362336665959163
20,"{'L': 4.073, 'H': 262144}",128,1.3662427081042101,0.4657201169043026,0.9756060239511845,0.033827387129007694,1.0033534639359452
22,"{'L': 16.772, 'H': 64}",128,0.7868609030310113,1.0013266105888061,0.3868329129963225,0.2609046720401086,0.4189510916752546
22,"{'L': 7.918, 'H': 512}",128,1.8203528539814668,1.0837861155034036,0.8093212845782978,0.20604152102299728,0.8934629688911471
22,"{'L': 5.649, 'H': 4096}",128,1.7302707714899657,0.484767411301668,1.0050643379430613,0.1220894513366099,1.0346427665430162
22,"{'L': 4.639, 'H': 32768}",128,1.5268125506021206,0.3562896853452838,0.6520146900442678,0.060595631306430094,1.033953797997573
22,"{'L': 4.073, 'H': 262144}",128,1.5706897848466295,0.3643859761726653,1.0307895333291073,0.07451920268358181,1.006177960657325
24,"{'L': 16.772, 'H': 64}",128,0.6663401068674025,1.0016080968912926,0.30384007508356553,0.17923986242809792,0.32911807487818595
24,"{'L': 7.918, 'H': 512}",128,1.6839642259239251,1.0937563853880474,0.8915090269895974,0.1760686228703566,0.9056912445579018
24,"{'L': 5.649, 'H': 4096}",128,1.8035832016394695,0.8594004587176438,1.005767120597243,0.06550617511038695,0.8478155728335441
24,"{'L': 4.639, 'H': 32768}",128,1.1977783400384374,0.6101674899659277,0.9597744838479787,0.009164087216071265,0.9956154542588971
24,"{'L': 4.073, 'H': 262144}",128,1.0799833029846533,0.12331514155810788,1.021031036641057,0.03868671127495497,1.0114355172133611
26,"{'L': 16.772, 'H': 64}",128,0.6322485817520523,1.0020041081484097,0.29436670714377694,0.13991503299513441,0.3327538501947094
26,"{'L': 7.918, 'H': 512}",128,1.7009532403736545,1.4130637926532066,0.8263156735325566,0.09464028632225781,0.8291255459816599
26,"{'L': 5.649, 'H': 4096}",128,1.6347026534106746,0.38925720076227527,0.9686994369303408,0.11073142008268584,1.008701230296067
26,"{'L': 4.639, 'H': 32768}",128,1.6226610040295895,0.6497957112034761,1.1151724297668677,0.03172969634125485,1.0022100053117522
26,"{'L': 4.073, 'H': 262144}",128,1.3080960026337478,0.44921179315319676,0.9378107796066449,0.021854899519673093,0.9915327939583337
28,"{'L': 16.772, 'H': 64}",128,0.58639776296614,1.0029658654233287,0.24444353490401333,0.09824117704514683,0.3030524818675066
28,"{'L': 7.918, 'H': 512}",128,1.9623480150876491,1.5368006756130557,0.8095616596048744,0.07787171198026466,0.9301678718750602
28,"{'L': 5.649, 'H': 4096}",128,1.5550890076858965,0.5834320161992751,0.939440973031717,0.034790299082959886,0.9899154920221416
28,"{'L': 4.639, 'H': 32768}",128,1.1409795057319587,0.2398302638697898,0.9518472113510156,0.02092783559610045,0.9923915195896336
