arrival_rate,bp_parameter,FCFS_Avg_Flow_Time,SRPT_Avg_Flow_Time,FCFS_L2_Norm,SRPT_L2_Norm,Dynamic_Chosen_Algo,Dynamic_Avg_Flow_Time,Dynamic_L2_Norm,Dynamic_L2_Norm_vs_FCFS,Dynamic_L2_Norm_vs_SRPT
20,"{'L': 4.073, 'H': 262144}",2753.03867221236,389.384317217622,68224.72183737623,35881.63139260255,0.0,389.384317217622,35881.63139260255,0.5259329818614981,1.0
20,"{'L': 4.639, 'H': 32768}",5504.488946252002,174.81372394857533,130554.39480183154,25100.015752280062,0.0,174.81372394857533,25100.015752280062,0.1922571491398613,1.0
20,"{'L': 5.649, 'H': 4096}",355.36868726145934,51.10370406676272,9798.3094973105,7086.378891040627,0.0,51.10370406676272,7086.378891040627,0.7232246432903289,1.0
20,"{'L': 7.918, 'H': 512}",251.70956638445506,46.412786062304356,11122.067274290348,4189.568548390478,0.0,46.412786062304356,4189.568548390478,0.37668973267901734,1.0
20,"{'L': 16.772, 'H': 64}",2560.9330071902154,1530.4507203425733,66138.93179299375,75754.91988670186,0.0,2045.6918637663944,70946.9258398478,1.0726953689228371,0.9365322535612891
22,"{'L': 4.073, 'H': 262144}",2266.491017238933,319.0157359692312,59354.220397468045,31168.38308736816,0.0,319.0157359692312,31168.38308736816,0.5251249680081344,1.0
22,"{'L': 4.639, 'H': 32768}",1813.1515561272163,107.34578668950068,44275.70348559241,14374.969588158827,0.0,107.34578668950068,14374.969588158827,0.3246694791159339,1.0
22,"{'L': 5.649, 'H': 4096}",648.6026795789624,42.868460830280846,20088.541045444632,6210.439514973268,0.0,42.868460830280846,6210.439514973268,0.309153337762255,1.0
22,"{'L': 7.918, 'H': 512}",2448.6416938204993,60.838907966154906,84658.31084421596,11281.17121702084,0.0,60.838907966154906,11281.17121702084,0.1332553308059724,1.0
22,"{'L': 16.772, 'H': 64}",1877.4890936256056,1154.431907258964,49876.52571406796,63549.48641269441,0.0,1515.9605004422847,56713.00606338118,1.1370680946885794,0.892422728565945
24,"{'L': 4.073, 'H': 262144}",988.6601136803017,171.25219183605,25393.254179426352,18057.436466707044,0.0,171.25219183605,18057.436466707044,0.711111555026185,1.0
24,"{'L': 4.639, 'H': 32768}",432.7426594706137,57.483101166746,13198.983170867003,7667.066803547707,0.0,57.483101166746,7667.066803547707,0.5808831410945787,1.0
24,"{'L': 5.649, 'H': 4096}",48.92571805255717,23.465704784613052,1663.9784136842648,1215.7993318040983,0.0,23.465704784613052,1215.7993318040983,0.7306581153971585,1.0
24,"{'L': 7.918, 'H': 512}",135.35687684145898,34.47741676215505,5188.031433481871,2592.570757775072,0.0,34.47741676215505,2592.570757775072,0.4997214822260832,1.0
24,"{'L': 16.772, 'H': 64}",1931.1076608018261,1103.471961883683,50725.24175093863,64126.900670248506,0.0,1517.2898113427545,57426.07121059357,1.132100493331428,0.8955067313464633
26,"{'L': 4.073, 'H': 262144}",999.3740388817444,139.7868026234478,23399.91999175396,16756.26587834952,0.0,139.7868026234478,16756.26587834952,0.7160821867875772,1.0
26,"{'L': 4.639, 'H': 32768}",1435.4821121764376,93.19575751292946,37932.026529062925,13459.947077098072,0.0,93.19575751292946,13459.947077098072,0.35484386964628084,1.0
26,"{'L': 5.649, 'H': 4096}",301.5552421110044,43.35255164391552,9415.40329179362,3980.0752609504148,0.0,43.35255164391552,3980.0752609504148,0.4227195731933662,1.0
26,"{'L': 7.918, 'H': 512}",271.6294448065231,40.62501037133002,9052.28089961171,3922.0079126404203,0.0,40.62501037133002,3922.0079126404203,0.43326184374245963,1.0
26,"{'L': 16.772, 'H': 64}",1254.8030080872386,713.8088873695142,33036.98017261663,48533.1436876629,0.0,984.3059477283764,40785.06193013977,1.2345275420767812,0.8403548344738136
28,"{'L': 4.073, 'H': 262144}",376.0729582159975,74.92837657235974,11084.680712535053,6129.239009951595,0.0,74.92837657235974,6129.239009951595,0.552946825344313,1.0
28,"{'L': 4.639, 'H': 32768}",2520.201673362431,97.73538158423092,60567.87982728925,17026.21847587675,0.0,97.73538158423092,17026.21847587675,0.28110969914131745,1.0
28,"{'L': 5.649, 'H': 4096}",264.6055376176805,35.048548307595745,11802.062773362057,3771.6180045744313,0.0,35.048548307595745,3771.6180045744313,0.3195727795218301,1.0
28,"{'L': 7.918, 'H': 512}",100.4300225140913,25.223417694673394,4356.0610073470725,2493.142345198846,0.0,25.223417694673394,2493.142345198846,0.5723387117383876,1.0
28,"{'L': 16.772, 'H': 64}",272.5655334681174,174.89211818897235,7507.7961824796175,11535.6028017572,0.0,223.72882582854487,9521.699492118409,1.2682416065500668,0.8254184593342606
30,"{'L': 4.073, 'H': 262144}",281.1554911046325,70.86339866491603,8915.6550646484,5323.588398080198,0.0,70.86339866491603,5323.588398080198,0.5971056932416374,1.0
30,"{'L': 4.639, 'H': 32768}",148.79486885301066,37.81570750856819,5158.379989092695,2834.8528369655896,0.0,37.81570750856819,2834.8528369655896,0.5495626229474829,1.0
30,"{'L': 5.649, 'H': 4096}",280.3334754531328,38.979601616554916,9622.433384939653,3925.1623048421397,0.0,38.979601616554916,3925.1623048421397,0.40791784653822843,1.0
30,"{'L': 7.918, 'H': 512}",890.0336020461842,61.7067153790541,23535.979113047375,9225.1499333523,0.0,61.7067153790541,9225.1499333523,0.3919594714561188,1.0
30,"{'L': 16.772, 'H': 64}",176.69150522140623,115.95215838080848,4740.21330667494,8165.328993482113,0.0,146.32183180110735,6452.771150078526,1.3612828648432433,0.790264685627411
32,"{'L': 4.073, 'H': 262144}",127.27047024688765,48.3058092602048,3763.505494958481,3016.410006458973,0.0,48.3058092602048,3016.410006458973,0.8014894652072907,1.0
32,"{'L': 4.639, 'H': 32768}",192.00549153556048,34.261418667420195,7975.394265692972,3815.161723844279,0.0,34.261418667420195,3815.161723844279,0.478366535464662,1.0
32,"{'L': 5.649, 'H': 4096}",157.38845106057485,29.973239075338366,7488.203697150454,3154.326040973508,0.0,29.973239075338366,3154.326040973508,0.42123934771884597,1.0
32,"{'L': 7.918, 'H': 512}",2939.176351102297,63.84723804936592,83681.3251338172,13088.03462529087,0.0,63.84723804936592,13088.03462529087,0.15640329075049206,1.0
32,"{'L': 16.772, 'H': 64}",231.44687603219705,147.03669396667402,6621.688328342239,9661.559555321852,0.0,189.24178499943554,8141.623941832046,1.2295389843379003,0.8426821669124231
