arrival_rate,bp_parameter,FCFS_Avg_Flow_Time,SRPT_Avg_Flow_Time,FCFS_L2_Norm,SRPT_L2_Norm,Dynamic_Avg_Flow_Time,Dynamic_L2_Norm,Dynamic_L2_Norm_vs_FCFS,Dynamic_L2_Norm_vs_SRPT
20,"{'L': 4.073, 'H': 262144}",1363.6618866175359,202.52592098261007,36996.584236656076,19460.854870814615,202.52592098261007,19460.854870814615,0.5887604206688025,1.0
20,"{'L': 4.639, 'H': 32768}",332.1085908640025,41.58792494452679,13778.13770394263,4805.921289105041,41.58792494452679,4805.921289105041,0.7361926617224646,1.0
20,"{'L': 5.649, 'H': 4096}",1539.6917124363522,86.80520468648024,38570.94854589961,10808.11040674904,86.80520468648024,10808.11040674904,0.35265925902154915,1.0
20,"{'L': 7.918, 'H': 512}",312.04635365309974,40.03478897180904,10866.115567900155,3994.7862430563555,40.299890515767004,3994.5303347401928,0.657340115932671,0.9973685809563294
20,"{'L': 16.772, 'H': 64}",1347.2856767539272,802.5780651751894,39408.57108854439,47842.53854924747,1072.6803673437612,43625.35362282795,1.0633582746409715,0.9461658061154493
22,"{'L': 4.073, 'H': 262144}",295.8421085512445,68.56462067410217,7527.77666339666,5618.894495029321,68.56462067410217,5618.894495029321,0.7705642953784518,1.0
22,"{'L': 4.639, 'H': 32768}",1458.1115520412277,79.59667353699128,43947.595233437496,10830.928414435411,79.59667353699128,10830.928414435411,0.5093512908442767,1.0
22,"{'L': 5.649, 'H': 4096}",300.5945324952765,53.383122620881196,6970.004412206953,3541.3450459142273,53.383122620881196,3541.3450459142273,0.5576687886134739,1.0
22,"{'L': 7.918, 'H': 512}",1133.3651093330614,41.38367695309978,36463.39762683721,8070.375732294125,41.38367695309978,8070.375732294125,0.5466433040304571,1.0
22,"{'L': 16.772, 'H': 64}",1074.917192244274,619.0122657128799,29686.601741248236,40355.67295785794,846.964728978577,35021.13734955308,1.1112223999766744,0.9136400058818861
24,"{'L': 4.073, 'H': 262144}",452.44782958137887,92.99470599743817,14950.230631080773,9473.465692528282,92.99470599743817,9473.465692528282,0.8078157259466734,1.0
24,"{'L': 4.639, 'H': 32768}",581.4729252129208,59.507031596537004,12563.331435131471,5092.827775539709,59.507031596537004,5092.827775539709,0.4618753005426415,1.0
24,"{'L': 5.649, 'H': 4096}",2482.086706139826,76.60391596246087,60042.28059893515,10768.143828517304,76.60391596246087,10768.143828517304,0.41903645340687456,1.0
24,"{'L': 7.918, 'H': 512}",3152.316914280575,125.21303995379382,60929.36756902368,12452.307883681871,125.61319658205151,12452.244534783584,0.3336074791299117,0.9999592750820133
24,"{'L': 16.772, 'H': 64}",1055.9463091748505,591.7162097012813,30055.976996108573,40978.47278610519,823.8312594380659,35517.22489110688,1.1098849254631526,0.9136435900799006
26,"{'L': 4.073, 'H': 262144}",857.1218073828907,110.8672099970246,22166.06773363825,12871.478887209581,110.8672099970246,12871.478887209581,0.6346848607367749,1.0
26,"{'L': 4.639, 'H': 32768}",233.73961543046227,42.44319766941776,7105.543546482985,3825.5079090524305,42.44319766941776,3825.5079090524305,0.7114947733865703,1.0
26,"{'L': 5.649, 'H': 4096}",203.5073339220209,35.337931700098586,6715.910335931586,2673.3372197723343,35.337931700098586,2673.3372197723343,0.5804909622466763,1.0
26,"{'L': 7.918, 'H': 512}",384.7688121109897,30.60241151964721,16940.898706976473,3124.905811458023,30.60241151964721,3124.905811458023,0.49430910030374153,1.0
26,"{'L': 16.772, 'H': 64}",480.53918997838537,285.44216451924547,14666.125879087993,22623.42449424736,379.8825001523015,18643.61898180056,1.1035959681880956,0.9246141650731726
28,"{'L': 4.073, 'H': 262144}",245.0195362562566,57.61825686612413,6452.0917018868,4093.793223582103,59.064763800816365,4091.6589599924455,0.737643564837791,0.994110050744766
28,"{'L': 4.639, 'H': 32768}",301.12972528211657,37.58435972903055,10846.30947174836,3616.2739236675275,37.58435972903055,3616.2739236675275,0.6081619821958382,1.0
28,"{'L': 5.649, 'H': 4096}",458.4327876361962,48.825749129296454,14792.397910448257,4178.233757597749,48.825749129296454,4178.233757597749,0.5096432099247324,1.0
28,"{'L': 7.918, 'H': 512}",4081.0824530665386,42.90891750308829,239777.19329598386,16452.519341239735,43.0741310424116,16452.46707133654,0.6502117449213353,0.9995775322897976
28,"{'L': 16.772, 'H': 64}",290.34756565914677,175.3111288273981,8366.84165364561,14290.527750899351,232.05375674863458,11327.50730659313,1.1494162943060162,0.8980165051366428
30,"{'L': 4.073, 'H': 262144}",405.6536009782827,86.4735842453696,8485.820541927062,5816.92924867559,86.4735842453696,5816.92924867559,0.7061973532980105,1.0
30,"{'L': 4.639, 'H': 32768}",178.79690662922573,38.46406633921712,5529.385106846275,2572.4141319788514,38.46406633921712,2572.4141319788514,0.645352545306028,1.0
30,"{'L': 5.649, 'H': 4096}",491.70054958758664,61.79011583880928,14395.66049096567,5065.5466619879,61.79011583880928,5065.5466619879,0.4748679650807038,1.0
30,"{'L': 7.918, 'H': 512}",110.75370074942741,23.977691959970997,4308.4457735926635,1696.1321819160228,23.977691959970997,1696.1321819160228,0.5111551747632154,1.0
30,"{'L': 16.772, 'H': 64}",255.31202705855193,165.44220864100708,4925.323164428286,8433.819619327394,209.35720693247885,6679.337639851792,1.2385708497455263,0.8557881766688293
32,"{'L': 4.073, 'H': 262144}",441.4506580043422,92.34061218014024,10376.979308833115,7425.9497792602115,92.34061218014024,7425.9497792602115,0.6864238549136673,1.0
32,"{'L': 4.639, 'H': 32768}",138.48854617038532,37.566620542775354,4313.396134686441,2121.9636189165,37.566620542775354,2121.9636189165,0.6893083177126224,1.0
32,"{'L': 5.649, 'H': 4096}",154.590182950027,33.07073898821991,5528.494484193992,2144.6767391962712,33.07073898821991,2144.6767391962712,0.582103289174185,1.0
32,"{'L': 7.918, 'H': 512}",387.54187641839087,26.481416328355447,18149.909508818735,3674.2206837927856,26.481416328355447,3674.2206837927856,0.622326782088904,1.0
