arrival_rate,bp_parameter,RR_ratio,SRPT_ratio,SETF_ratio,RDYNAMIC_L2_Norm/FCFS_L2_Norm,RDYNAMIC_L2_Norm/RMLF_L2_Norm
20,"{'L': 16.772, 'H': 64}",0.32249646819763883,0.8112939265895018,0.4308666274515336,1.0022809348309543,0.4708675422028418
20,"{'L': 7.918, 'H': 512}",0.28180211448573755,1.8414572745336544,1.004993106626753,1.06602785499927,1.0709500681761688
20,"{'L': 5.649, 'H': 4096}",0.1456393300465029,1.8698206820143306,0.9965406667236097,0.526461754907513,1.1073598989115905
20,"{'L': 4.639, 'H': 32768}",0.07505800929066664,2.144630435862466,1.105717723317983,0.2136576054555223,1.3510423351370373
20,"{'L': 4.073, 'H': 262144}",0.0580506230653374,1.7389126124842107,0.9106987492485086,0.2674248489620683,1.048758401631293
22,"{'L': 16.772, 'H': 64}",0.26502767538315436,0.747022847588405,0.37855595642257406,1.0017077407995505,0.41930452210249813
22,"{'L': 7.918, 'H': 512}",0.18731365551322957,1.5143517491261898,0.8038067855841011,1.0400284491639422,0.8721891335723277
22,"{'L': 5.649, 'H': 4096}",0.13342840791622884,2.122169540834594,1.1857287813489548,0.6889311808215738,1.2586240855787902
22,"{'L': 4.639, 'H': 32768}",0.030609086236950536,1.721639606905779,1.170313659292999,0.2724077970375895,1.1951192406712776
22,"{'L': 4.073, 'H': 262144}",0.04074581185215109,1.7907589067121437,1.1783473414685295,0.37645666822391266,1.2059461799973108
24,"{'L': 16.772, 'H': 64}",0.18957075327176623,0.6470993439804809,0.3109624230643767,1.0006240874703085,0.32979488574661253
24,"{'L': 7.918, 'H': 512}",0.1251788512439631,1.3273338810706758,0.6830860114525172,1.0120553032691084,0.7187268616084057
24,"{'L': 5.649, 'H': 4096}",0.07016800752448406,1.8729241121623168,1.0062978009066479,0.5003178886969117,0.9806073653839977
24,"{'L': 4.639, 'H': 32768}",0.030597811734747873,1.9029134528755733,1.1642850943212364,0.21037582624095977,1.1642508045376359
24,"{'L': 4.073, 'H': 262144}",0.028872576333955683,1.784836702022487,1.36103538451292,0.3504022297589671,1.4032611995207507
26,"{'L': 16.772, 'H': 64}",0.11383928004985015,0.5144039507362693,0.23183991551344443,1.0004070879531906,0.27960680516226466
26,"{'L': 7.918, 'H': 512}",0.04744602332900849,0.9847891354095664,0.46236303895897685,1.0092553016853771,0.47564921499161517
