batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
60,503.3200,36781.8764,503.6169,2782.4331,1927.7837,401.7026,1758158.8620,424.5998
61,769.7532,20278.5802,769.7532,3716.8974,1826.7375,1124.9516,1790285.3385,1115.2098
62,2016.5458,8199.8032,2016.6648,4145.1596,2216.1509,2754.0541,1819811.1274,3009.5722
63,2697.6343,7406.3243,2697.6343,5259.8671,4262.2125,5842.0876,1846855.5535,6290.2963
64,9545.6595,30628.7099,9545.6595,22342.2028,9731.6801,9612.8338,1876891.0566,9615.7987
65,534.0206,26044.1852,534.0206,21627.7665,1304.8111,854.6122,1905501.2357,1100.9946
66,812.3866,15157.4319,812.3866,6665.0103,1938.8502,1013.4752,1936267.2451,1070.2472
67,368.6950,2715.7577,368.6950,972.1029,594.4964,471.6397,1967321.9735,516.3516
68,2622.1720,6002.0389,2622.1720,3927.1103,3118.2312,3044.2186,1998209.0242,3338.0064
69,3703.2636,8307.1310,3703.2636,8283.0646,3808.6037,3760.6682,2028088.4431,3747.2398
70,334.2664,7475.1775,334.2664,4371.0243,817.7500,383.8854,2060032.2037,419.2338
71,630.1420,756.7708,630.1420,742.7355,664.6616,663.1259,2090723.6324,728.1216
72,307.2556,323.8024,307.2556,301.8841,349.4639,359.3216,2118645.7261,392.3570
73,478.7181,444.1126,478.7181,432.8152,553.6046,560.7156,2149174.3692,638.4536
74,649.7738,922.0922,649.7738,765.6572,787.0260,848.1716,2180330.8373,977.6467
75,869.6632,1796.8756,869.6632,1501.6937,992.8731,977.3771,2213026.6839,991.2174
76,382.8786,379.0475,382.8786,365.4271,463.9946,576.9731,2241777.1528,635.0622
77,6082.6741,17721.3669,6077.7528,17177.0830,6407.3245,6542.2900,2273851.5655,6554.1736
78,563.1128,12834.3049,563.1128,5030.7239,1369.7193,818.5316,2304240.7235,758.9170
79,528.4458,1603.9529,528.5367,908.3755,787.7081,554.2806,2334357.1578,561.6912
80,370.3903,501.5157,370.3903,386.4350,418.1519,417.4985,2364042.8721,486.5121
81,623.5391,925.3561,623.5391,840.4148,679.4402,700.2285,2393326.4144,696.2421
82,1317.7515,2364.1696,1317.7515,1486.3970,1666.5521,1648.1305,2423616.5265,1597.1938
83,828.2234,1419.3710,828.2234,1002.5438,1098.7070,1241.7447,2452145.7221,1268.0217
84,1032.9714,1440.2253,1032.9714,1057.9698,1235.4700,1369.8748,2481551.1324,1418.5965
85,2031.6845,2846.3942,2031.6845,2482.3058,2434.2814,2471.3875,2508043.4192,2364.9888
86,1067.3383,4231.9734,1067.3383,2081.6534,1641.1572,1629.7917,2536059.0319,1399.1512
87,1635.1505,3609.0097,1635.1505,2037.0054,1959.1363,1920.6897,2571221.8669,2141.1822
88,340.4673,414.4587,340.4673,403.9790,378.1375,455.4909,2602569.8081,483.2132
89,1040.3879,1491.1257,1040.3879,1118.8253,1276.3796,1388.3090,2630743.7339,1505.7483
90,1043.8755,1983.5587,1043.8755,1962.9605,1126.8909,1148.5565,2662147.7048,1160.3413
91,10438.6422,14709.7887,10433.7762,10553.2138,10783.4911,10990.0878,2692305.0178,11379.5491
92,891.1801,21879.7543,891.1801,18125.2658,2607.5101,1348.0894,2726158.8941,936.9029
93,1447.2771,16405.6223,1447.2771,3801.7438,4128.7658,1827.1935,2758060.6943,1693.8991
94,1022.3527,10078.5454,1022.3527,3310.3663,2784.8372,1252.2628,2787472.0940,1261.7072
95,847.9711,1005.0483,848.1692,839.0846,1016.0531,950.6082,2819298.1152,1017.9244
96,1455.1667,2998.6654,1455.1667,1875.5596,1814.3186,1763.2141,2847322.2086,1809.0556
97,1083.4371,1621.0494,1083.4371,1343.1515,1378.1629,1426.9769,2872508.6545,1435.6253
98,1069.0444,2029.0747,1069.0444,1827.8203,1363.5773,1406.2649,2899888.6515,1487.0040
99,433.9482,568.8233,433.9482,530.8672,466.7837,467.2879,2927207.2528,465.6694
100,2809.9391,7098.1654,2809.9391,3475.0970,3710.1813,4296.7921,2956958.5744,3926.8261
