batch,SRPT,FCFS,BAL,SJF,RR,RMLF,MLFQ,SETF
1,7270.3516,3367.7038,7270.3516,6641.9520,6026.7328,13589.5677,15778.4576,524218.3840
2,210498.0851,5809.4553,46926.5267,210393.3782,10218.9433,218146.5394,44040.2419,481500.8517
3,146641.6706,5293.3669,38824.7345,146316.6124,9284.1487,152228.2932,74867.8714,466659.1416
4,141173.4979,7048.3921,30869.1423,141164.9244,13683.9324,152192.7082,103425.5993,488339.3809
5,141019.8518,8470.4954,50369.3690,140955.4147,14954.1225,151373.0206,130970.5353,384058.6907
6,273069.0527,11012.8339,72419.5943,272951.4228,24627.9876,289278.9541,161076.7682,531950.8202
7,273480.7454,16524.4461,66324.3353,273408.0883,30212.7458,285347.6342,188013.0457,390835.0220
8,52913.1860,16074.5254,29110.7393,52441.7076,27128.3814,58544.9773,218658.5843,329924.5728
9,176754.6820,16190.9240,41757.0884,176751.6455,31358.6370,148348.0661,249112.7152,419398.5257
10,213816.2650,18148.0704,51496.2608,213766.6114,34154.2053,194755.5245,279230.1488,443768.2605
11,208126.7983,20151.2139,51629.9099,208080.9848,37015.5871,157992.9517,308256.1809,435103.8422
12,204246.9719,21485.6452,51178.2933,204214.5671,38461.8394,235567.7381,337901.3147,396741.8292
13,162448.8432,21305.9853,41572.4997,162427.7952,35903.4331,192510.2632,368204.0715,342149.1778
14,116597.5948,20358.6628,59401.6562,116532.5141,43037.3607,163730.9614,398769.3498,328573.3348
15,111344.3333,23555.7478,44348.3933,111258.9760,45666.7864,156479.8397,426553.6685,163869.0960
16,31820.8699,27492.7989,57004.2259,31734.0607,50807.3762,114295.7484,452799.1041,381688.0011
17,12488.8361,28259.1120,49417.5424,12251.5680,47834.8511,107428.6164,482115.2413,262260.7268
18,9395.3749,24972.1656,54454.6443,9142.7415,46946.3703,105107.1488,515457.2022,277524.6188
19,100880.3567,27156.9072,58495.7652,100861.5091,49001.0488,150342.1194,541810.6856,224929.6701
20,168884.7809,26840.8898,82641.8654,168840.4665,50714.7163,198390.1904,573728.2520,315022.9669
21,90642.8167,28474.9406,59060.7285,90515.1769,56487.6108,123558.4804,602525.7224,316835.9004
22,130615.7474,33289.8078,70155.6957,130586.2295,57736.5892,180654.0867,628813.7486,293739.0826
23,6072.0957,30009.9842,55794.6627,6065.2017,54849.3230,117860.1139,662077.2137,198651.2751
24,9028.5046,30671.4849,61357.3133,8967.0127,52255.2360,106707.4650,689997.5771,256618.9983
25,83887.8516,30467.5126,47976.2744,83829.2007,49952.0004,144222.0139,719781.8971,249535.8982
26,156329.1798,26772.7089,70260.5648,156224.1526,54966.4497,188229.4354,753708.3772,291163.7345
27,73197.8364,30525.8127,53944.6631,73168.7595,55846.3826,135105.1674,781045.6916,260461.9247
28,20405.2619,31465.5229,82860.8354,20025.2274,59832.4825,149787.8192,810418.5733,288569.5616
29,70700.6251,32878.5435,70770.8969,70586.6630,59361.9754,156160.5684,839954.5490,193117.9630
30,110519.2129,33011.8153,57867.7974,110463.7041,59064.6901,197689.2306,870065.4025,188570.3716
31,82717.2263,31970.3991,70465.5903,82700.0551,63178.3597,177028.7228,900234.2840,228436.8801
32,86017.0600,36347.8479,75919.4055,85883.4606,64613.6622,214736.7095,926591.1969,192422.0008
33,59247.3512,34406.6534,75683.3129,59173.3094,68527.0994,198301.8666,959399.7323,242665.4220
34,35375.1832,36471.4504,56253.0203,35261.9724,66207.2119,200517.7901,988122.7544,228123.5100
35,112872.5676,40267.8822,78616.2919,112858.1645,76934.6746,230864.5405,1014998.4406,171414.5967
36,48543.4415,39874.7542,74427.6237,48476.5155,74916.8358,189744.9824,1046040.3061,192109.6558
37,79357.4330,40683.1566,98406.8190,78707.7646,86315.2176,238484.9996,1076451.3035,200489.2110
38,83200.7180,44856.7528,82684.9242,83105.8975,85430.7822,227393.2223,1103323.7501,158947.4046
39,55150.5445,47178.0766,73065.4669,55212.9090,89742.7366,217090.0646,1130344.1685,156306.5378
40,64557.9750,49285.7234,86091.6676,64506.9208,92342.6395,191147.9026,1158071.5981,134999.5262
41,33823.8672,52029.8697,78268.5873,33743.5983,100100.0394,190859.7765,1186519.0676,164172.5648
42,43839.2576,52987.2773,72964.8457,43798.8532,94683.9882,172260.6243,1215969.2820,107505.6202
43,45718.9934,53252.8087,80668.7173,45684.6392,100530.4077,156711.0646,1244552.7846,106339.8701
44,45812.6866,55711.4675,90250.9156,45787.8869,102195.9126,137087.7155,1272768.2168,92326.6344
45,31432.2876,57008.8303,71713.4114,31383.2864,106839.3126,148582.2011,1302410.9989,87087.1325
46,29840.5399,54853.4277,67927.4076,29763.8375,106846.7310,130542.6632,1336023.3131,81026.0952
47,23675.0761,56808.2839,50654.6270,22632.9678,101272.6432,97372.9800,1364547.2306,56569.6655
48,31617.1996,61849.7215,54563.8757,31819.6201,108494.0237,104058.0305,1389979.2436,64434.8694
49,18152.4385,62810.5943,36795.3511,18123.6784,96832.6251,84082.3461,1419877.7134,46946.9907
50,9289.9354,62223.2576,24716.2946,9254.6625,83842.0618,69042.8393,1450922.9782,41847.6955
51,43543.7886,64177.7857,43535.5099,35709.4158,57581.5643,50065.9841,1482462.1112,46098.7353
52,12341.9171,108834.3365,12351.4111,12269.9115,27183.0072,21829.8095,1515258.8773,18194.5414
53,12609.5439,100240.4576,12607.3857,12015.1813,22863.3021,22121.8748,1544208.2106,19172.7025
54,4993.4320,93001.7714,4993.6815,4926.5264,11939.4456,11903.4377,1572674.6517,11527.8639
55,3969.0019,83517.0808,3969.0019,3970.3439,9014.7990,8025.5154,1602178.6302,6723.3402
56,1304.7161,75761.5757,1304.8130,3353.3465,6361.5086,4632.9205,1632724.8106,3110.2127
57,208.3147,57925.8388,208.3147,52439.6808,1028.0491,235.6332,1666597.4294,254.6488
58,512.5641,41196.5806,512.5641,37115.8509,1156.6676,584.6204,1696969.1305,621.0089
59,5441.7774,43635.9053,5431.9739,19457.9820,9284.5226,6796.8371,1726842.1873,6287.2143
