frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
8,86786.031964,35133.186021,35133.304200,35130.615665,35110.075278,35133.738799,8276.000000,8286.000000,8279.000000,8268.000000,8279.000000,8283.000000
65536,492188.015007,157859.350867,157212.176647,157251.832072,157192.214441,157278.195088,30178.000000,24513.000000,24513.000000,24513.000000,24513.000000,24513.000000
1024,197829.003667,54236.749884,53859.055942,54219.097733,53863.597596,54254.924118,19196.000000,14418.000000,14415.000000,14394.000000,14429.000000,14429.000000
32768,296304.896659,238525.762757,117508.560046,117590.187044,117501.891236,117505.663251,24376.000000,24322.000000,24376.000000,24375.000000,24375.000000,24372.000000
64,437317.423392,318226.952155,82537.059822,82914.499414,95584.129792,82207.901573,32482.000000,32482.000000,32482.000000,32482.000000,32482.000000,32482.000000
4,546822.441507,87850.518331,87780.956209,87774.518962,87778.516899,87769.149945,34935.000000,35033.000000,35033.000000,35014.000000,35018.000000,34999.000000
512,113059.631951,64511.800750,48074.828850,48122.379607,48125.760804,48163.002128,13131.000000,13113.000000,13131.000000,13134.000000,13149.000000,13130.000000
8192,188431.476869,49107.125705,49116.407106,49116.014160,49122.157109,49119.816001,11917.000000,11704.000000,11704.000000,11704.000000,11704.000000,11704.000000
256,315437.094822,204307.607910,42576.897257,42547.719469,53515.636986,42501.835407,16438.000000,16438.000000,14923.000000,14923.000000,14923.000000,14923.000000
16384,462265.744191,169202.453930,169840.497794,169837.184380,169818.368359,169444.972286,53893.000000,53893.000000,53893.000000,53893.000000,53893.000000,53893.000000
32,78406.834007,44626.881406,45566.911526,45634.754464,47912.417534,44627.374458,7859.000000,7852.000000,7862.000000,7863.000000,7821.000000,7852.000000
16,94658.754635,38537.501385,38450.027737,38238.200415,38449.646643,38178.724285,8637.000000,8637.000000,8637.000000,8637.000000,8637.000000,8637.000000
2048,611494.899195,530490.035782,148622.121510,148644.674086,148923.244465,148652.453549,51207.000000,51207.000000,45767.000000,45778.000000,45785.000000,45790.000000
4096,789995.189708,313892.068471,129235.230866,129258.574973,129246.470497,129255.349901,40907.000000,34443.000000,34479.000000,34421.000000,34474.000000,34398.000000
2,912313.557333,271512.301922,112698.995998,112680.253581,112692.263506,112699.574125,51855.000000,49739.000000,49739.000000,49739.000000,49739.000000,49739.000000
128,584259.861657,339464.337243,79035.024862,78969.733424,78969.194798,78943.783207,37631.000000,37631.000000,37631.000000,37631.000000,37631.000000,37631.000000
