frequency,RFDynamic_njobs200_mode0_L2_norm_flow_time,RFDynamic_njobs200_mode1_L2_norm_flow_time,RFDynamic_njobs200_mode2_L2_norm_flow_time,RFDynamic_njobs200_mode4_L2_norm_flow_time,RFDynamic_njobs200_mode8_L2_norm_flow_time,RFDynamic_njobs200_mode16_L2_norm_flow_time,RFDynamic_njobs200_mode0_maximum_flow_time,RFDynamic_njobs200_mode1_maximum_flow_time,RFDynamic_njobs200_mode2_maximum_flow_time,RFDynamic_njobs200_mode4_maximum_flow_time,RFDynamic_njobs200_mode8_maximum_flow_time,RFDynamic_njobs200_mode16_maximum_flow_time
256,99645.151322,677083.652032,99071.994711,99086.669366,99056.858369,99062.435979,50974.000000,50974.000000,50974.000000,50974.000000,50974.000000,50974.000000
32,58755.830417,58780.236126,58758.504482,58674.725930,58675.927381,58677.528629,12585.000000,12585.000000,12585.000000,12585.000000,12585.000000,12585.000000
32768,150362.593457,331660.102108,149958.555451,149961.679979,149928.542056,149958.572383,18082.000000,18650.000000,18082.000000,18082.000000,18083.000000,18082.000000
1024,65155.096109,65116.002012,65097.614534,65106.771430,65122.488735,65100.974140,15274.000000,15274.000000,15274.000000,15274.000000,15274.000000,15274.000000
16384,173439.886762,793175.414985,172062.086204,172122.283668,171999.783075,172233.809544,37740.000000,40719.000000,37752.000000,37748.000000,37733.000000,37758.000000
4,55347.737957,55277.583748,55371.225668,55333.158612,55351.738265,55361.076651,12958.000000,12958.000000,12958.000000,12958.000000,12958.000000,12958.000000
16,77094.142093,77078.625234,77019.754498,77044.830683,77013.672111,77243.013186,23758.000000,23758.000000,23758.000000,23758.000000,23758.000000,23758.000000
2048,127687.318666,127786.985851,127676.205438,127717.697912,127738.980867,127766.953482,51409.000000,51409.000000,51409.000000,51409.000000,51409.000000,51409.000000
512,81211.123339,81206.803717,81350.553876,81194.583963,81142.650265,81165.559975,15039.000000,15002.000000,15002.000000,15002.000000,15018.000000,15023.000000
64,60929.296951,60930.449687,60952.051516,60923.832463,60928.754599,60936.561997,14895.000000,14895.000000,14895.000000,14895.000000,14895.000000,14895.000000
4096,140230.136936,203184.081603,140269.739174,140462.915348,140355.169160,140242.288943,26908.000000,26919.000000,26925.000000,26904.000000,26922.000000,26926.000000
8192,106490.227918,550946.036772,106424.307130,106465.932335,106441.013933,106487.085428,38120.000000,38701.000000,38120.000000,38120.000000,38120.000000,38120.000000
65536,58397.907574,58410.059279,58402.399266,58405.198955,58383.423469,58425.104784,20005.000000,20005.000000,20005.000000,20005.000000,20005.000000,20005.000000
8,109024.897588,108986.403524,109060.787683,108966.647673,109008.356161,108994.847332,47944.000000,47944.000000,47944.000000,47944.000000,47944.000000,47944.000000
128,116042.568758,408252.301703,116065.443638,116034.359092,116017.028828,115960.571234,33863.000000,33870.000000,33871.000000,33851.000000,33859.000000,33808.000000
2,55416.143424,55418.013281,55413.717941,55411.847091,55424.042031,55404.556356,17638.000000,17638.000000,17638.000000,17638.000000,17638.000000,17638.000000
