frequency,RFDynamic_njobs200_mode0_L2_norm_flow_time,RFDynamic_njobs200_mode1_L2_norm_flow_time,RFDynamic_njobs200_mode2_L2_norm_flow_time,RFDynamic_njobs200_mode4_L2_norm_flow_time,RFDynamic_njobs200_mode8_L2_norm_flow_time,RFDynamic_njobs200_mode16_L2_norm_flow_time,RFDynamic_njobs200_mode0_maximum_flow_time,RFDynamic_njobs200_mode1_maximum_flow_time,RFDynamic_njobs200_mode2_maximum_flow_time,RFDynamic_njobs200_mode4_maximum_flow_time,RFDynamic_njobs200_mode8_maximum_flow_time,RFDynamic_njobs200_mode16_maximum_flow_time
32768,66472.276680,66465.892298,66613.114422,66496.062695,66497.138367,66499.700435,19681.000000,19681.000000,19681.000000,19681.000000,19681.000000,19681.000000
256,84088.020794,758302.514723,84069.715754,83775.431506,84033.429164,83982.800019,45289.000000,54287.000000,45280.000000,44881.000000,45296.000000,45249.000000
64,123919.571582,123980.577471,123808.610359,124119.974641,124032.481270,123982.910121,57519.000000,57421.000000,57294.000000,57530.000000,57522.000000,57407.000000
8,74565.683334,77080.748933,77134.315411,77162.506750,77131.838284,85190.955676,38174.000000,38166.000000,38197.000000,38199.000000,38174.000000,38158.000000
1024,52469.930465,52503.947537,52500.891078,52531.109174,52505.789557,52493.334653,14523.000000,14471.000000,14521.000000,14516.000000,14508.000000,14506.000000
32,85250.658132,85109.276110,84950.972702,85005.248603,85259.386516,85176.106350,57187.000000,57025.000000,56785.000000,56908.000000,57171.000000,57092.000000
4,43587.459676,43584.967604,43604.219521,43599.509447,43598.135224,43593.073957,13331.000000,13331.000000,13331.000000,13331.000000,13331.000000,13331.000000
2048,70219.817822,258089.405871,70037.821382,70063.571790,70043.426779,70150.680225,34553.000000,34553.000000,34553.000000,34553.000000,34553.000000,34553.000000
16,59600.873123,59626.300673,59603.530709,59595.355750,59599.998817,59601.830643,28390.000000,28390.000000,28390.000000,28390.000000,28390.000000,28390.000000
512,65170.749819,65186.453439,65173.127514,65232.547850,65223.144052,65198.335132,31536.000000,31536.000000,31536.000000,31536.000000,31536.000000,31536.000000
128,58805.014174,58784.838385,58869.641514,58773.774798,58815.204505,58818.507028,16681.000000,16704.000000,16688.000000,16671.000000,16688.000000,16705.000000
65536,40445.082111,41284.153728,40469.224084,40465.633357,41312.304124,40441.889570,20344.000000,22024.000000,20395.000000,20402.000000,22024.000000,20410.000000
16384,57891.471125,143590.013222,57883.772156,57896.338857,58383.905034,57940.416006,20174.000000,20174.000000,20174.000000,20174.000000,20174.000000,20174.000000
2,117428.268113,117408.316971,117399.782419,117402.296306,117410.136905,117398.195783,109383.000000,109383.000000,109383.000000,109383.000000,109383.000000,109383.000000
8192,138799.650295,938611.686232,138872.874342,138721.544275,138841.038227,138821.632126,64175.000000,66619.000000,64323.000000,64002.000000,64266.000000,64194.000000
4096,150616.100886,1110916.402614,149122.950527,150442.326677,149056.859725,150456.339793,87793.000000,87793.000000,87793.000000,87793.000000,87793.000000,87793.000000
