frequency,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time,RFDynamic_njobs100_mode1_maximum_flow_time,RFDynamic_njobs100_mode2_maximum_flow_time,RFDynamic_njobs100_mode3_maximum_flow_time,RFDynamic_njobs100_mode4_maximum_flow_time,RFDynamic_njobs100_mode5_maximum_flow_time,RFDynamic_njobs100_mode6_maximum_flow_time
2,179768.644658,53568.365301,53569.273646,53558.254919,53591.363306,53534.497840,21266.000000,21298.000000,21313.000000,21314.000000,21339.000000,21316.000000
8192,263710.239883,191586.760318,127702.222052,127701.384237,127700.711521,127675.983540,22639.000000,22639.000000,22639.000000,22639.000000,22639.000000,22639.000000
128,297478.417878,65463.198196,65382.256530,65388.340169,107476.392222,65382.241863,17648.000000,17648.000000,17648.000000,17648.000000,17648.000000,17648.000000
512,299291.813296,119708.363889,97261.567394,97214.191901,97243.494492,97264.234737,28303.000000,28303.000000,28303.000000,28303.000000,28303.000000,28303.000000
8,498738.425362,297059.593267,76982.346619,76958.354745,76993.096444,76960.764003,30154.000000,29311.000000,29311.000000,29311.000000,29311.000000,29311.000000
16,133668.079847,50466.895813,50608.848475,50499.800712,52243.022204,50463.645865,14330.000000,14330.000000,14330.000000,14330.000000,14330.000000,14330.000000
1024,311942.430161,200215.530297,52662.532269,52637.828812,52629.550179,52652.059238,19931.000000,19928.000000,19936.000000,19938.000000,19929.000000,19936.000000
64,277456.165972,167287.487760,76265.752484,76285.173671,76263.397662,76264.763640,22775.000000,22774.000000,22765.000000,22772.000000,22772.000000,22759.000000
32,107824.740779,52216.711664,52202.935224,52211.235955,54078.740878,52204.558086,24297.000000,24297.000000,24297.000000,24297.000000,24297.000000,24297.000000
4096,126238.167034,55908.083476,55927.645141,55897.777532,55940.031632,55890.951808,12009.000000,12009.000000,12009.000000,12009.000000,12009.000000,12009.000000
256,242068.777954,78841.758041,52616.118395,85339.132483,108414.511280,52205.468727,15704.000000,16088.000000,16075.000000,16059.000000,16073.000000,16069.000000
65536,757841.204593,100318.241641,100335.141237,100349.335713,100397.879639,100343.606024,49965.000000,44376.000000,44440.000000,44437.000000,44436.000000,44409.000000
2048,485023.693316,195287.773632,60703.068539,60701.615769,60708.745680,60690.638586,30095.000000,30095.000000,30095.000000,30095.000000,30095.000000,30095.000000
4,828420.984167,79080.129438,79027.179711,79065.125605,79011.274936,78986.277055,53403.000000,49042.000000,49042.000000,49042.000000,49042.000000,49042.000000
16384,724867.182126,71483.177860,72314.595567,71490.255742,72306.039603,71480.767294,36055.000000,31957.000000,31957.000000,31957.000000,31957.000000,31957.000000
32768,434271.910098,224251.548690,224507.226287,224477.804992,224479.687812,224260.356579,23702.000000,23681.000000,23700.000000,23669.000000,23695.000000,23663.000000
