mean_inter_arrival_time,L2_norm_flow_time
20.0,210022422.12718767
22.0,204813101.59645376
24.0,199745190.516685
26.0,194703787.2426116
28.0,189774646.4002055
30.0,184489425.70429802
32.0,179753367.21840352
34.0,175080706.31694365
36.0,170262702.3792018
38.0,165494672.98448783
40.0,160843642.762278
