mean_inter_arrival_time,L2_norm_flow_time
20.0,131392368.60262842
22.0,126238301.20628981
24.0,121312234.96919855
26.0,116157616.37545499
28.0,111335641.10443687
30.0,106629040.2198045
32.0,101641904.51889697
34.0,96823729.77032259
36.0,92131802.07313138
38.0,87518683.79867971
40.0,82119354.21242493
