frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,202141.866008,202141.866008,202141.866008,202141.866008,202141.866008,202141.866008,202141.866008,53207.000000,53207.000000,53207.000000,53207.000000,53207.000000,53207.000000,53207.000000
128,14220.496686,14189.947604,14189.947604,14189.947604,14220.496686,14189.947604,14189.947604,8561.000000,8561.000000,8561.000000,8561.000000,8561.000000,8561.000000,8561.000000
16384,518698.995630,518698.995630,522631.925804,463991.174912,518698.995630,469431.906353,469431.906353,29201.000000,29201.000000,34004.000000,50857.000000,29201.000000,54733.000000,54733.000000
16,8112.783431,8112.783431,8112.783431,8112.783431,8112.783431,8112.783431,8112.783431,3705.000000,3705.000000,3705.000000,3705.000000,3705.000000,3705.000000,3705.000000
2048,44474.740651,47271.875973,48809.142381,46996.473006,44474.740651,52235.884036,48809.142381,9362.000000,8997.000000,11738.000000,5786.000000,9362.000000,18650.000000,11738.000000
256,180114.573400,180114.573400,180114.573400,180114.573400,180114.573400,180114.573400,180114.573400,42428.000000,42428.000000,42428.000000,42428.000000,42428.000000,42428.000000,42428.000000
2,11550.485358,10430.816363,10430.816363,10430.816363,11550.485358,10430.816363,10430.816363,6971.000000,6971.000000,6971.000000,6971.000000,6971.000000,6971.000000,6971.000000
32768,600074.183718,600074.183718,600074.183718,600074.183718,600074.183718,600074.183718,600074.183718,81412.000000,81412.000000,81412.000000,81412.000000,81412.000000,81412.000000,81412.000000
32,289147.642314,289147.642314,289147.642314,289147.642314,289147.642314,289147.642314,289147.642314,55945.000000,55945.000000,55945.000000,55945.000000,55945.000000,55945.000000,55945.000000
4096,131479.126397,131479.126397,131479.126397,131479.126397,131479.126397,131479.126397,131479.126397,30836.000000,30836.000000,30836.000000,30836.000000,30836.000000,30836.000000,30836.000000
4,279978.762552,279978.762552,279978.762552,279978.762552,279978.762552,279978.762552,279978.762552,58322.000000,58322.000000,58322.000000,58322.000000,58322.000000,58322.000000,58322.000000
512,442038.081872,332670.517407,332670.517407,333810.073606,442038.081872,332670.517407,332670.517407,31846.000000,48641.000000,48641.000000,48641.000000,31846.000000,48641.000000,48641.000000
64,415826.031689,415826.031689,415826.031689,415826.031689,415826.031689,415826.031689,415826.031689,75093.000000,75093.000000,75093.000000,75093.000000,75093.000000,75093.000000,75093.000000
65536,139200.956451,139200.956451,139200.956451,139200.956451,139200.956451,139200.956451,139200.956451,60435.000000,60435.000000,60435.000000,60435.000000,60435.000000,60435.000000,60435.000000
8192,216395.823922,216395.823922,216395.823922,216395.823922,216395.823922,216395.823922,216395.823922,46783.000000,46783.000000,46783.000000,46783.000000,46783.000000,46783.000000,46783.000000
8,14909.697348,14909.697348,14909.697348,14909.697348,14909.697348,14909.697348,14909.697348,7488.000000,7488.000000,7488.000000,7488.000000,7488.000000,7488.000000,7488.000000
