frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,401842.977375,401842.977375,401842.977375,401842.977375,401842.977375,401842.977375,401842.977375,81377.000000,81377.000000,81377.000000,81377.000000,81377.000000,81377.000000,81377.000000
128,449096.035078,449096.035078,449096.035078,449096.035078,449096.035078,449096.035078,449096.035078,84997.000000,84997.000000,84997.000000,84997.000000,84997.000000,84997.000000,84997.000000
16384,411773.446978,403645.867416,397464.441963,411773.446978,411773.446978,395362.093591,403645.867416,42092.000000,42092.000000,42092.000000,42092.000000,42092.000000,42092.000000,42092.000000
16,416857.158422,416857.158422,416857.158422,416857.158422,416857.158422,416857.158422,416857.158422,70017.000000,70017.000000,70017.000000,70017.000000,70017.000000,70017.000000,70017.000000
2048,97950.223078,97950.223078,97950.223078,97950.223078,97950.223078,97950.223078,97950.223078,36115.000000,36115.000000,36115.000000,36115.000000,36115.000000,36115.000000,36115.000000
256,7405.301884,7405.301884,7405.301884,7405.301884,7405.301884,7405.301884,7405.301884,3670.000000,3670.000000,3670.000000,3670.000000,3670.000000,3670.000000,3670.000000
2,396704.679211,396704.679211,396704.679211,396704.679211,396704.679211,396704.679211,396704.679211,72148.000000,72148.000000,72148.000000,72148.000000,72148.000000,72148.000000,72148.000000
32768,36161.829973,36161.829973,36161.829973,36161.829973,36161.829973,36161.829973,36161.829973,27415.000000,27415.000000,27415.000000,27415.000000,27415.000000,27415.000000,27415.000000
32,27566.308367,27566.308367,27566.308367,27566.308367,27566.308367,27566.308367,27566.308367,18772.000000,18772.000000,18772.000000,18772.000000,18772.000000,18772.000000,18772.000000
4096,146414.655837,132549.239183,146414.655837,146414.655837,146414.655837,132549.239183,132549.239183,40686.000000,40686.000000,40686.000000,40686.000000,40686.000000,40686.000000,40686.000000
4,439537.270028,439537.270028,439537.270028,439537.270028,439537.270028,439537.270028,439537.270028,90542.000000,90542.000000,90542.000000,90542.000000,90542.000000,90542.000000,90542.000000
512,513352.120265,430340.987707,447354.745019,513352.120265,513352.120265,394663.365510,394663.365510,49603.000000,63013.000000,63008.000000,49603.000000,49603.000000,63013.000000,63013.000000
64,34312.404681,29649.748633,29649.748633,34110.102243,34312.404681,29649.748633,29649.748633,15788.000000,16138.000000,16138.000000,15788.000000,15788.000000,16138.000000,16138.000000
65536,36905.144113,36905.144113,36905.144113,36905.144113,36905.144113,36905.144113,36905.144113,32712.000000,32712.000000,32712.000000,32712.000000,32712.000000,32712.000000,32712.000000
8192,239109.699494,239109.699494,239109.699494,239109.699494,239109.699494,239109.699494,239109.699494,59036.000000,59036.000000,59036.000000,59036.000000,59036.000000,59036.000000,59036.000000
8,234269.599014,234269.599014,234269.599014,234269.599014,234269.599014,234269.599014,234269.599014,50539.000000,50539.000000,50539.000000,50539.000000,50539.000000,50539.000000,50539.000000
