frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,411380.767800,411380.767800,411380.767800,411380.767800,411380.767800,398021.882081,411380.767800,51811.000000,51811.000000,51811.000000,51811.000000,51811.000000,52916.000000,51811.000000
128,210879.955868,210879.955868,210879.955868,210879.955868,210879.955868,210879.955868,210879.955868,42958.000000,42958.000000,42958.000000,42958.000000,42958.000000,42958.000000,42958.000000
16384,17882.057823,17885.963631,17924.870711,18064.239148,17882.057823,18312.231868,18312.232442,4330.000000,4330.000000,4330.000000,2909.000000,4330.000000,2909.000000,2909.000000
16,220338.940787,220338.940787,220338.940787,220338.940787,220338.940787,220338.940787,220338.940787,41496.000000,41496.000000,41496.000000,41496.000000,41496.000000,41496.000000,41496.000000
2048,35826.242909,27332.454848,27332.454848,35826.242909,35826.242909,27332.454848,27332.454848,25757.000000,25757.000000,25757.000000,25757.000000,25757.000000,25757.000000,25757.000000
256,202672.341783,202672.341783,202672.341783,202672.341783,202672.341783,202672.341783,202672.341783,58133.000000,58133.000000,58133.000000,58133.000000,58133.000000,58133.000000,58133.000000
2,253538.416233,253538.416233,253538.416233,253538.416233,253538.416233,253538.416233,253538.416233,54278.000000,54278.000000,54278.000000,54278.000000,54278.000000,54278.000000,54278.000000
32768,45464.270488,45464.270488,45464.270488,45464.270488,45464.270488,45464.270488,45464.270488,40878.000000,40878.000000,40878.000000,40878.000000,40878.000000,40878.000000,40878.000000
32,46166.252230,46166.252230,46166.252230,46166.252230,46166.252230,46166.252230,46166.252230,37012.000000,37012.000000,37012.000000,37012.000000,37012.000000,37012.000000,37012.000000
4096,452752.710731,452752.710731,445068.036889,452752.710731,452752.710731,445068.036889,445068.036889,43165.000000,43165.000000,43165.000000,43165.000000,43165.000000,43165.000000,43165.000000
4,18866.358552,18866.358552,18866.358552,18866.358552,18866.358552,19100.422953,18866.358552,11271.000000,11271.000000,11271.000000,11271.000000,11271.000000,11271.000000,11271.000000
512,11830.492847,11830.492847,11830.492847,11830.492847,11830.492847,11830.492847,11830.492847,5607.000000,5607.000000,5607.000000,5607.000000,5607.000000,5607.000000,5607.000000
64,28945.171670,28945.171670,28945.171670,28945.171670,28945.171670,28945.171670,28945.171670,25328.000000,25328.000000,25328.000000,25328.000000,25328.000000,25328.000000,25328.000000
65536,363986.752664,363986.752664,363986.752664,363986.752664,363986.752664,363986.752664,363986.752664,55843.000000,55843.000000,55843.000000,55843.000000,55843.000000,55843.000000,55843.000000
8192,570081.937218,570081.937218,570081.937218,570081.937218,570081.937218,570081.937218,570081.937218,30591.000000,30591.000000,30591.000000,30591.000000,30591.000000,30591.000000,30591.000000
8,16489.751302,16489.751302,16489.751302,16489.751302,16489.751302,16489.751302,16489.751302,11331.000000,11331.000000,11331.000000,11331.000000,11331.000000,11331.000000,11331.000000
