frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,18070.383283,19922.580581,18070.383283,18070.383283,18070.383283,18601.242351,19922.580581,11765.000000,11765.000000,11765.000000,11765.000000,11765.000000,11765.000000,11765.000000
128,222563.755070,222563.755070,222563.755070,222563.755070,222563.755070,222563.755070,222563.755070,58704.000000,58704.000000,58704.000000,58704.000000,58704.000000,58704.000000,58704.000000
16384,451742.534382,451742.534382,451742.534382,451742.534382,451742.534382,451742.534382,451742.534382,57546.000000,57546.000000,57546.000000,57546.000000,57546.000000,57546.000000,57546.000000
16,8428.397179,8428.397179,8428.397179,8428.397179,8428.397179,8428.397179,8428.397179,4356.000000,4356.000000,4356.000000,4356.000000,4356.000000,4356.000000,4356.000000
2048,262335.458976,262335.458976,262335.458976,262335.458976,262335.458976,262335.458976,262335.458976,47675.000000,47675.000000,47675.000000,47675.000000,47675.000000,47675.000000,47675.000000
256,428174.293167,428174.293167,428174.293167,428174.293167,428174.293167,428174.293167,428174.293167,66284.000000,66284.000000,66284.000000,66284.000000,66284.000000,66284.000000,66284.000000
2,263593.094653,263593.094653,263593.094653,263593.094653,263593.094653,263593.094653,263593.094653,42131.000000,42131.000000,42131.000000,42131.000000,42131.000000,42131.000000,42131.000000
32768,180751.001627,180751.001627,180751.001627,180751.001627,180751.001627,180751.001627,180751.001627,53220.000000,53220.000000,53220.000000,53220.000000,53220.000000,53220.000000,53220.000000
32,35314.259726,35314.259726,35314.259726,35314.259726,35314.259726,35314.259726,35314.259726,33233.000000,33233.000000,33233.000000,33233.000000,33233.000000,33233.000000,33233.000000
4096,13684.384349,13684.384349,13684.384349,13684.384349,13684.384349,13684.384349,13684.384349,11448.000000,11448.000000,11448.000000,11448.000000,11448.000000,11448.000000,11448.000000
4,11775.400036,11775.400036,11775.400036,11775.400036,11775.400036,11775.400036,11775.400036,6137.000000,6137.000000,6137.000000,6137.000000,6137.000000,6137.000000,6137.000000
512,215366.387180,215366.387180,215366.387180,215366.387180,215366.387180,215366.387180,215366.387180,86961.000000,86961.000000,86961.000000,86961.000000,86961.000000,86961.000000,86961.000000
64,250383.421458,250383.421458,250383.421458,250383.421458,250383.421458,250383.421458,250383.421458,43688.000000,43688.000000,43688.000000,43688.000000,43688.000000,43688.000000,43688.000000
65536,296758.359773,296758.359773,296758.359773,296758.359773,296758.359773,296758.359773,296758.359773,57453.000000,57453.000000,57453.000000,57453.000000,57453.000000,57453.000000,57453.000000
8192,522435.750225,522435.750225,515842.923042,544698.606636,522435.750225,544698.606636,515842.923042,37115.000000,37115.000000,35659.000000,30803.000000,37115.000000,30803.000000,35659.000000
8,16377.597290,16377.597290,16377.597290,16377.597290,16377.597290,16377.597290,16377.597290,12076.000000,12076.000000,12076.000000,12076.000000,12076.000000,12076.000000,12076.000000
