frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,169383.582153,169383.582153,169383.582153,169383.582153,169383.582153,169383.582153,169383.582153,44051.000000,44051.000000,44051.000000,44051.000000,44051.000000,44051.000000,44051.000000
128,236000.429985,236000.429985,236000.429985,236000.429985,236000.429985,236000.429985,236000.429985,122056.000000,122056.000000,122056.000000,122056.000000,122056.000000,122056.000000,122056.000000
16384,9301.780098,9301.780098,9301.780098,9301.780098,9301.780098,10147.997044,9301.780098,3713.000000,3713.000000,3713.000000,3713.000000,3713.000000,3390.000000,3713.000000
16,454487.849547,454487.849547,454487.849547,454487.849547,454487.849547,454487.849547,454487.849547,84264.000000,84264.000000,84264.000000,84264.000000,84264.000000,84264.000000,84264.000000
2048,477367.174171,479489.977496,471476.749760,477367.174171,477367.174171,462328.213071,463228.239903,47113.000000,47113.000000,47113.000000,47113.000000,47113.000000,44565.000000,47113.000000
256,323236.568023,323236.568023,323236.568023,323236.568023,323236.568023,286272.146906,323236.568023,46587.000000,46587.000000,46587.000000,46587.000000,46587.000000,51893.000000,46587.000000
2,436363.629781,436363.629781,436363.629781,436363.629781,436363.629781,436363.629781,436363.629781,100677.000000,100677.000000,100677.000000,100677.000000,100677.000000,100677.000000,100677.000000
32768,372856.875310,372856.875310,372856.875310,372856.875310,372856.875310,372856.875310,372856.875310,64836.000000,64836.000000,64836.000000,64836.000000,64836.000000,64836.000000,64836.000000
32,447261.850450,447261.850450,447261.850450,447261.850450,447261.850450,447261.850450,447261.850450,98386.000000,98386.000000,98386.000000,98386.000000,98386.000000,98386.000000,98386.000000
4096,302167.599332,302167.599332,302167.599332,302167.599332,302167.599332,302167.599332,302167.599332,74565.000000,74565.000000,74565.000000,74565.000000,74565.000000,74565.000000,74565.000000
4,445716.322132,445716.322132,445716.322132,445716.322132,445716.322132,445716.322132,445716.322132,80750.000000,80750.000000,80750.000000,80750.000000,80750.000000,80750.000000,80750.000000
512,492460.542920,492460.542920,492460.542920,492460.542920,492460.542920,492460.542920,492460.542920,96184.000000,96184.000000,96184.000000,96184.000000,96184.000000,96184.000000,96184.000000
64,233407.995540,233407.995540,233407.995540,233407.995540,233407.995540,233407.995540,233407.995540,44268.000000,44268.000000,44268.000000,44268.000000,44268.000000,44268.000000,44268.000000
65536,500832.875114,500832.875114,500832.875114,500832.875114,500832.875114,500832.875114,500832.875114,83477.000000,83477.000000,83477.000000,83477.000000,83477.000000,83477.000000,83477.000000
8192,300916.519656,300916.519656,300916.519656,300916.519656,300916.519656,300916.519656,300916.519656,71561.000000,71561.000000,71561.000000,71561.000000,71561.000000,71561.000000,71561.000000
8,266855.357117,266855.357117,266855.357117,266855.357117,266855.357117,266855.357117,266855.357117,48618.000000,48618.000000,48618.000000,48618.000000,48618.000000,48618.000000,48618.000000
