frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,346822.012284,346822.012284,346822.012284,346822.012284,346822.012284,346822.012284,346822.012284,74560.000000,74560.000000,74560.000000,74560.000000,74560.000000,74560.000000,74560.000000
128,263179.436182,263179.436182,263179.436182,263179.436182,263179.436182,263179.436182,263179.436182,54607.000000,54607.000000,54607.000000,54607.000000,54607.000000,54607.000000,54607.000000
16384,54125.667663,54125.667663,54125.667663,54125.667663,54125.667663,54125.667663,54125.667663,41161.000000,41161.000000,41161.000000,41161.000000,41161.000000,41161.000000,41161.000000
16,477084.540616,477084.540616,477084.540616,477084.540616,477084.540616,477084.540616,477084.540616,90602.000000,90602.000000,90602.000000,90602.000000,90602.000000,90602.000000,90602.000000
2048,10091.709221,10091.709221,10091.709221,10091.709221,10091.709221,10091.709221,10091.709221,4971.000000,4971.000000,4971.000000,4971.000000,4971.000000,4971.000000,4971.000000
256,223824.994627,223824.994627,223824.994627,223824.994627,223824.994627,223824.994627,223824.994627,53894.000000,53894.000000,53894.000000,53894.000000,53894.000000,53894.000000,53894.000000
2,310158.369291,310158.369291,310158.369291,310158.369291,310158.369291,310158.369291,310158.369291,46336.000000,46336.000000,46336.000000,46336.000000,46336.000000,46336.000000,46336.000000
32768,270254.853440,270254.853440,270254.853440,270254.853440,270254.853440,270254.853440,270254.853440,48049.000000,48049.000000,48049.000000,48049.000000,48049.000000,48049.000000,48049.000000
32,432786.527362,432786.527362,432786.527362,432786.527362,432786.527362,432786.527362,432786.527362,75307.000000,75307.000000,75307.000000,75307.000000,75307.000000,75307.000000,75307.000000
4096,301892.744168,301892.744168,293100.189979,293100.189979,301892.744168,293100.189979,293100.189979,51197.000000,51197.000000,51197.000000,51197.000000,51197.000000,51197.000000,51197.000000
4,473463.833299,473463.833299,473463.833299,473463.833299,473463.833299,473463.833299,473463.833299,70657.000000,70657.000000,70657.000000,70657.000000,70657.000000,70657.000000,70657.000000
512,12210.125675,12212.782320,12212.782320,12212.782320,12210.125675,12212.782320,12212.782320,7319.000000,7319.000000,7319.000000,7319.000000,7319.000000,7319.000000,7319.000000
64,186644.265390,181570.554245,181570.554245,181570.554245,186644.265390,181570.554245,181570.554245,39352.000000,41101.000000,41101.000000,41101.000000,39352.000000,41101.000000,41101.000000
65536,337048.022345,337048.022345,337048.022345,337048.022345,337048.022345,337048.022345,337048.022345,79726.000000,79726.000000,79726.000000,79726.000000,79726.000000,79726.000000,79726.000000
8192,684409.202484,684409.202484,684409.202484,684409.202484,684409.202484,684409.202484,684409.202484,79081.000000,79081.000000,79081.000000,79081.000000,79081.000000,79081.000000,79081.000000
8,428702.325070,428702.325070,428702.325070,428702.325070,428702.325070,428702.325070,428702.325070,102121.000000,102121.000000,102121.000000,102121.000000,102121.000000,102121.000000,102121.000000
