frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,610028.375607,610028.375607,610028.375607,610028.375607,610028.375607,610028.375607,610028.375607,89269.000000,89269.000000,89269.000000,89269.000000,89269.000000,89269.000000,89269.000000
128,435217.166766,435217.166766,435217.166766,435217.166766,435217.166766,435217.166766,435217.166766,72429.000000,72429.000000,72429.000000,72429.000000,72429.000000,72429.000000,72429.000000
16384,20328.699024,20328.699024,20328.699024,20328.699024,20328.699024,20328.699024,20328.699024,13481.000000,13481.000000,13481.000000,13481.000000,13481.000000,13481.000000,13481.000000
16,17382.751652,17382.751652,17382.751652,17382.751652,17382.751652,17382.751652,17382.751652,14902.000000,14902.000000,14902.000000,14902.000000,14902.000000,14902.000000,14902.000000
2048,567239.228028,567239.228028,567239.228028,567239.228028,567239.228028,567239.228028,567239.228028,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000,79804.000000
256,19522.954848,19522.954848,19522.954848,19522.954848,19522.954848,19522.954848,19522.954848,10963.000000,10963.000000,10963.000000,10963.000000,10963.000000,10963.000000,10963.000000
2,432662.586912,432662.586912,432662.586912,432662.586912,432662.586912,432662.586912,432662.586912,80554.000000,80554.000000,80554.000000,80554.000000,80554.000000,80554.000000,80554.000000
32768,641894.790193,641894.790193,641894.790193,641894.790193,641894.790193,641894.790193,641894.790193,34676.000000,34676.000000,34676.000000,34676.000000,34676.000000,34676.000000,34676.000000
32,11929.401871,11929.401871,11929.401871,11929.401871,11929.401871,11929.401871,11929.401871,6662.000000,6662.000000,6662.000000,6662.000000,6662.000000,6662.000000,6662.000000
4096,216311.223927,216311.223927,216311.223927,216311.223927,216311.223927,216311.223927,216311.223927,72811.000000,72811.000000,72811.000000,72811.000000,72811.000000,72811.000000,72811.000000
4,16133.742529,16133.742529,16133.742529,16133.742529,16133.742529,16133.742529,16133.742529,12858.000000,12858.000000,12858.000000,12858.000000,12858.000000,12858.000000,12858.000000
512,334918.731975,334918.731975,334918.731975,334918.731975,334918.731975,334918.731975,334918.731975,66375.000000,66375.000000,66375.000000,66375.000000,66375.000000,66375.000000,66375.000000
64,59660.243119,34809.312648,34809.312648,59660.243119,59660.243119,34802.908945,34809.312648,23104.000000,26790.000000,26790.000000,23104.000000,23104.000000,26790.000000,26790.000000
65536,470252.164213,470252.164213,470252.164213,470252.164213,470252.164213,470252.164213,470252.164213,58118.000000,58118.000000,58118.000000,58118.000000,58118.000000,58118.000000,58118.000000
8192,39292.049577,39237.100823,42145.796054,41204.612424,39292.049577,45222.719412,42145.796054,10535.000000,10694.000000,8491.000000,7509.000000,10535.000000,3569.000000,8491.000000
8,23343.354707,15743.577706,15743.577706,15743.577706,23343.354707,15743.577706,15743.577706,12800.000000,12800.000000,12800.000000,12800.000000,12800.000000,12800.000000,12800.000000
