frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,24825979.343975,546671.000000,611060.335483
4,24738280.922327,547094.000000,520511.718351
8,25392394.564929,554169.000000,413935.002740
16,25060257.712192,543927.000000,768964.121175
32,25132750.731885,542535.000000,254031.609903
64,26057572.116535,556919.000000,1237136.038868
128,25557596.884420,544997.000000,2284405.535934
256,26535255.192049,551910.000000,1917292.966039
512,25166407.619496,549247.000000,2385574.906173
1024,27712978.965870,566260.000000,4090631.066184
2048,23487628.542107,529137.000000,3317934.177746
4096,20926500.478087,473421.000000,6371703.790928
8192,25890421.908388,555030.000000,8075839.120533
16384,16357678.077415,409889.000000,3170843.694812
32768,19218087.489355,408107.000000,12835141.654790
65536,44275221.270918,781314.000000,36926121.033368
