frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,24117930.993965,538580.000000,584261.206605
4,25226700.286744,551813.000000,729554.767063
8,25486954.745718,549548.000000,733943.553607
16,25537983.192841,555021.000000,771637.187599
32,25295325.022105,547651.000000,1015399.034266
64,25562027.168428,549125.000000,1516906.405491
128,25598666.212925,550593.000000,2189750.200057
256,24750541.612746,534743.000000,1388028.990452
512,25067724.817095,543798.000000,2030170.323307
1024,24728457.365451,535141.000000,3198688.824892
2048,27440542.877558,572546.000000,6235743.196298
4096,27590504.586330,586883.000000,6194426.706471
8192,25134353.666130,540673.000000,9252933.745985
16384,35818743.942390,672934.000000,12874082.804883
32768,21387249.737248,451817.000000,9581901.634547
65536,39596458.845416,673925.000000,28755904.481986
