frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,25163415.754072,545307.000000,337018.000000
4,25147813.300513,545422.000000,545313.313842
8,24756641.293216,543048.000000,599023.477152
16,25317607.915828,544350.000000,510525.044690
32,25432204.031985,556926.000000,994603.935924
64,25975103.589803,549078.000000,1036410.197496
128,24797390.421057,536788.000000,1208808.623018
256,25151586.828664,544445.000000,1866718.901335
512,26044566.139395,546238.000000,1958983.557731
1024,25430845.537231,530270.000000,3318487.793667
2048,24066426.085812,530349.000000,4011623.037780
4096,19452497.179032,469957.000000,3659466.821376
8192,23099407.424258,495559.000000,7334972.336572
16384,26647428.552998,563829.000000,3751591.211757
32768,22384407.917823,450820.000000,16686367.207661
65536,42864927.728095,753869.000000,26911941.173684
