frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,25534657.740097,551888.000000,463610.612152
4,25519737.483573,548785.000000,275711.313709
8,25217573.295878,551391.000000,930200.477797
16,24909975.206837,538891.000000,361372.559077
32,25346905.781069,549168.000000,721589.559551
64,25494573.611045,546911.000000,1125381.493337
128,25444768.745623,547583.000000,1768109.860457
256,24670531.795739,530909.000000,1904131.028025
512,25319258.482255,531267.000000,2990444.276057
1024,23545978.899872,525117.000000,2151635.242940
2048,22375594.140188,504090.000000,3070990.431257
4096,24998264.289989,531150.000000,8269198.864758
8192,23630005.070318,529026.000000,9140433.888111
16384,22354288.952819,465136.000000,9553726.017178
32768,39817597.276039,735864.000000,16739448.403865
65536,19302853.267522,422514.000000,0.000000
