frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,24744433.759438,552367.000000,445903.697572
4,24465150.147623,543476.000000,438311.004657
8,25254810.281766,548752.000000,659776.258541
16,25553853.752044,547653.000000,615769.101670
32,25880286.132067,545835.000000,1234013.995747
64,26338860.693021,551546.000000,1172853.828408
128,25433580.102389,544516.000000,1465046.325439
256,25893759.588856,553200.000000,1607602.060961
512,25695651.870828,546936.000000,3309231.434275
1024,27808675.938551,580291.000000,3272642.211725
2048,24968929.466184,531167.000000,6724747.052815
4096,25497380.963053,540909.000000,9364504.861777
8192,21851031.775557,474957.000000,8997531.935237
16384,30348512.823193,538628.000000,8321103.271348
32768,22720952.160483,539066.000000,4627932.678134
65536,22562859.703021,402778.000000,14717663.595283
