arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,274635.7776146436
38.0,4.639,32768,136086.4925111967
38.0,5.649,4096,64909.44475960336
38.0,7.918,512,26596.208413982622
38.0,16.772,64,16005.658155789783
