arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,589828.182337026
30.0,4.639,32768,335004.1456161401
30.0,5.649,4096,121294.56552954052
30.0,7.918,512,756433.87736867
30.0,16.772,64,2003386.2730359815
