arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20.0,4.073,262144,2524070.4014250473
20.0,4.639,32768,2794400.0050309547
20.0,5.649,4096,4889752.032976519
20.0,7.918,512,9965386.613035744
20.0,16.772,64,20765941.06047643
