arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,5873570.704282021
30.0,4.639,32768,882183.9862046919
30.0,5.649,4096,530345.1647323656
30.0,7.918,512,541609.6813647259
30.0,16.772,64,4423500.579078972
