arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,2097866.3110513026
38.0,4.639,32768,281907.0234988834
38.0,5.649,4096,111476.62658602475
38.0,7.918,512,33300.47442604985
38.0,16.772,64,22045.344361111715
