arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
24.0,4.073,262144,997422.7304708872
24.0,4.639,32768,1194960.0427913896
24.0,5.649,4096,3600437.5492416197
24.0,7.918,512,6843469.938534545
24.0,16.772,64,16047185.926240152
