arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,1340068.4385340177
32.0,4.639,32768,590854.9798715417
32.0,5.649,4096,105889.09220972669
32.0,7.918,512,77644.46492184745
32.0,16.772,64,549042.8679165225
