arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
40.0,4.073,262144,632214.3057800891
40.0,4.639,32768,609390.8278453164
40.0,5.649,4096,105886.5275896797
40.0,7.918,512,35803.4162895107
40.0,16.772,64,19671.679313164903
