arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,746594.8351502306
34.0,4.639,32768,520513.23641863326
34.0,5.649,4096,94434.75006585235
34.0,7.918,512,43006.89175004397
34.0,16.772,64,42741.25711768431
