arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38.0,4.073,262144,434934.62988131907
38.0,4.639,32768,861808.2994245298
38.0,5.649,4096,98700.00034447822
38.0,7.918,512,35301.47659801216
38.0,16.772,64,21449.250709523632
