arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,621636.5949692795
24.0,4.639,32768,244558.24279504464
24.0,5.649,4096,1082837.0970044385
24.0,7.918,512,2236445.4941138183
24.0,16.772,64,5660221.320981186
