arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,418871.29770372185
34.0,4.639,32768,749993.5412981901
34.0,5.649,4096,98414.62773388924
34.0,7.918,512,62482.78887021609
34.0,16.772,64,45132.42826394343
