arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,238175.6186346537
26.0,4.639,32768,346849.14645851444
26.0,5.649,4096,993141.5250652849
26.0,7.918,512,1825168.1682239585
26.0,16.772,64,4872321.328256891
