arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,822294.9314789675
28.0,4.639,32768,520787.1750033789
28.0,5.649,4096,565457.2406610424
28.0,7.918,512,1219538.3109533705
28.0,16.772,64,3393805.7364644487
