arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,403022.83492626075
40.0,4.639,32768,628794.4188882405
40.0,5.649,4096,75603.99487460963
40.0,7.918,512,22000.455699825856
40.0,16.772,64,14090.075975664575
