arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30.0,4.073,262144,846387.4385971238
30.0,4.639,32768,534329.5671699255
30.0,5.649,4096,744445.691818416
30.0,7.918,512,643555.1508635449
30.0,16.772,64,1946729.654661376
