arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
34.0,4.073,262144,352666.71210932283
34.0,4.639,32768,933447.3703771413
34.0,5.649,4096,152556.60646461693
34.0,7.918,512,51796.77067153897
34.0,16.772,64,43661.168284873
