arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
28.0,4.073,262144,2145707.916227649
28.0,4.639,32768,1760829.0684387852
28.0,5.649,4096,1273604.8010391607
28.0,7.918,512,3902881.593039302
28.0,16.772,64,10249114.523427915
