arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,294110.3020211975
36.0,4.639,32768,421295.34111475764
36.0,5.649,4096,67241.46745126849
36.0,7.918,512,50374.43418044515
36.0,16.772,64,36973.89108546732
